我们一生都在飞翔，有谁想过，自己最后会停在哪儿吗？
僕たちはみんな生涯飛び続け、自分が最後にどこで止まるかなんて考えたこともない。
We spend our entire lives flying. Has anyone ever stopped to wonder where we will end up?
한 평생을 날아다녔던 우리가, 어딘가에 멈춰설 거라고 누가 상상이나 했을까?

带着湿意的家乡的风，口中总有消散不去咸盐的滋味。
湿り気のある故郷の風はしょっぱくて、口の中にいつまでも残っている。
The humid breeze from back home, and the saline taste it leaves in the mouth.
습한 고향 땅의 바람… 입 안에는 항상 소금처럼 짠 맛이 감돈다.

刺疼人的烈日，难忍的高温，还有繁华留在皮肤上的印记和空旷城市中凝滞的气流。
突き刺さるほど強烈な陽射しと耐え難い高温、そして繁華が皮膚に刻み込んだ印と大都市に淀む空気。
The scorching sun, the unbearably high temperatures, the marks the hustle and bustle leave behind on the skin, and the air currents that gather in the open, spacious city.
따가울 정도로 강하게 내리쬐는 태양, 잔인하게 뜨거운 고온의 날씨, 피부에 선명하게 남아있는 각인과 광활한 도시의 정체된 기류.

我体验过，这些我都体验过。
僕はすべてを体験した。この身をもって。
I’ve experienced it. I’ve experienced it all.
경험해 보았었다. 전부 경험해 보았던 것들이다.

我想或许有一天，我终究会回到那个地方。
いつかまた、あの場所へ戻る日が来るのかもしれない。
Maybe someday I will make it back to that place.
어쩌면 언젠가는, 그곳에 돌아갈 수 있겠지.

10:10 A.M.  天气/晴
[name="엘리시움"]  그런 셈이지……어쨌든, 결국 내 목숨은 팀장이 구해준 거나 다름 없으니까.

[name="极境"]  再说，那人没我的能力辅助根本不行，要不然当初做个信使到处走走才是我的第一志愿。
[name="エリジウム"]  それにあの人ったら、僕のサポートがないと色々ダメなんだよ。そうじゃなきゃ僕も第一志望通りトランスポーターになって、あちこち出歩いてたのになぁ。
[name="Elysium"]  Besides, she can’t get by without my help. If it wasn’t for that, I would’ve been a Messenger, traveling all around the world right now.
[name="엘리시움"]  그리고, 그 사람은 내 서포트가 없으면 안 돼. 팀장만 아니었으면, 전달자 일이나 하면서 여기저기 돌아다니는 게 내 꿈인데 말이야.

[name="极境"]  哈哈，太受欢迎也很伤脑筋啊。
[name="エリジウム"]  ハハッ、人気がありすぎるのも困っちゃうよね。
[name="Elysium"]  Haha, being popular has its own set of problems.
[name="엘리시움"]  하하, 이거 이거~ 하여튼 너무 환영받는 것도 골치 아프다니깐.

[name="棘刺"]  我怎么记得她这次是一个人出去任务了？
[name="ソーンズ"]  彼女、今回は一人で任務に出たんじゃなかったか？
[name="Thorns"]  I seem to remember she’s on a solo mission right now?
[name="쏜즈"]  너네 팀장은 이번 임무에 혼자 출전했던 걸로 아는데?

[name="棘刺"]  没你辅助不行？
[name="ソーンズ"]  サポートがないとダメなのはどうした？
[name="Thorns"]  And you’re saying she can’t get by without your help?
[name="쏜즈"]  너의 서포트가 없으면 안 된다고?

[name="极境"]  ......这次的任务不一样！那种潜入任务只有队长能胜任，我跟着去反而太显眼。
[name="エリジウム"]  ……今回の任務は別！　潜入任務は隊長にしかできないからね。僕がついていったらかえって目立っちゃうでしょ。
[name="Elysium"]  ...This mission’s different! Only she alone could handle such an infiltration mission. I’d just blow her cover.
[name="엘리시움"]  ……이번 임무는 다르지! 그런 잠입 임무는 팀장만 감당할 수 있다고. 내가 같이 가면 금방 발각돼버릴 거라고.

[name="极境"]  在我之前，她根本就没和什么人组队过吧？最开始合作的时候真是有够呛的，那时候她竟然还因为嫌我烦就直接对我动手欸，过不过分？
[name="エリジウム"]  僕が現れる前は、隊長は誰ともチームを組んでなかったよ。初めて任務で一緒になったときはもう最悪だったんだから。僕が煩いってアーツまで使ってきてさ、ひどいよね？
[name="Elysium"]  I don’t think she has ever teamed up with anyone before me, right? It was pretty terrible at first. She even used to beat me up just because she thought I was annoying. Don’t you think that’s cruel?
[name="엘리시움"]  나 오기 전에 팀장은 누구랑도 팀을 안 맺었다니까? 처음에 팀장이랑 합 맞춘다고 얼마나 고생을 했는지…… 짜증날 때 마다 막 내가 싫다고 때리고 그랬어, 너무하지 않아?

[name="极境"]  队长的源石技艺真的很凶，就挨了那一下，我差点意识混乱到把回家的路线都忘了，之后好久都分不清自己是谁！
[name="エリジウム"]  けど隊長のアーツは本当にすごいんだ。ちょっと受けただけで、僕なんか家への帰り道も、自分が誰なのかすらわかんなくなっちゃったんだから！
[name="Elysium"]  Her Arts are really something else. I took a single blow and it knocked me out of my senses so terribly that I didn’t even know how to get home. It took me a while until I remembered who I was!
[name="엘리시움"]  팀장이 쓰는 오리지늄 아츠는 또 얼마나 무서운데. 그거 맞으면 집에 돌아가는 길도 까먹을 정도로 막 의식에 혼란이 오고, 한동안 자기가 누군지도 모르게 된다고!

[name="苦艾"]  影响到意识......还有记忆？罗德岛还有人掌握这样危险的能力吗？
[name="アブサント"]  意識と記憶に影響を及ぼすアーツ？　ロドスにはそんな危険な能力を持ってる人がいるんだ……
[name="Absinthe"]  It affected your consciousness... and memories? I didn’t know Arts could be so dangerous.
[name="압생트"]  의식 뿐만 아니라…… 기억에도 영향을 준다고요? 로도스 아일랜드에 그렇게 위험한 능력을 가진 사람이 있었나요?

[name="苦艾"]  我头一次听说......
[name="アブサント"]  初めて聞いた……
[name="Absinthe"]  And that someone here at Rhodes Island has Arts like that...
[name="압생트"]  처음 듣네요……

[name="极境"]  啊，嗯，这的确也不是大家平常会拿出来说的事情啦。姑且算是秘密情报，两位可别往外说。
[name="エリジウム"]  ああ、まあ、普段はあんまりこんなこと話さないからね。とりあえず内緒の情報ってことで、誰にも言わないでよね。
[name="Elysium"]  Uh, yeah, it’s not something we talk about often. It’s technically classified information, so don’t tell anyone else, okay?
[name="엘리시움"]  아, 응, 이건 남들한테 쉽게 말할 순 없는 거라… 일단 기밀 정보에 속하니까, 어디가서 얘기는 하지 말아줘.

[name="极境"]  总之，小苦艾不用太拘束，大家都很好相处，有什么不明白的地方随时可以来问我，我非常乐意为大家效劳。
[name="エリジウム"]  話は戻るけど、とにかくアブサントちゃんはそんなにかしこまる必要なんてないからね。みんな仲良くやってるんだし、わからないことがあったらいつでも訊いて。喜んでお手伝いするよ。
[name="Elysium"]  Anyway, you should try to be more casual. We all get along with each other here. If there’s anything you don’t understand, come find me. I’ll be happy to help you.
[name="엘리시움"]  아무튼, 압생트는 너무 어색해 할 필요없어. 다들 함께 잘 지내잖아? 모르는 거 있으면 언제든 나한테 와. 나는 모두를 돕는 걸 굉장히 좋아하니까.

[name="棘刺"]  差不多就是这家伙说的这样。
[name="ソーンズ"]  そういうことだ。
[name="Thorns"]  More or less what he just said.
[name="쏜즈"]  이 녀석이 말한 대로다.

[name="棘刺"]  但不必勉强，就按你自己的节奏来，有问题找谁都行。
[name="ソーンズ"]  だが、無理強いしているわけじゃない、自分のペースでいい。問題があれば誰かに相談しろ。
[name="Thorns"]  You don’t need to force yourself, though. Just go on at your own pace. Anyone will be happy to help you should you run into any problems.
[name="쏜즈"]  그래도 강요할 것까지는 없지, 네 스타일대로 해라. 무슨 일 있으면 누굴 찾아가도 좋아.

[name="苦艾"]  ......谢谢。
[name="アブサント"]  ……ありがとう。
[name="Absinthe"]  ...Thanks.
[name="압생트"]  ……감사합니다.

[name="清流"]  说得太对啦！千万不要勉强自己！
[name="セイリュウ"]  ほんとその通り！　無理しちゃダメだよ！
[name="Purestream"]  Yep, that’s right. Don’t push yourself too hard!
[name="퓨어스트림"]  맞아 맞아! 무리하지 말고!

[name="清流"]  正好，小艾这次也来参加我们的庆祝吧？极境先生和棘刺先生也请一起来，我请大家尝尝我家的家乡菜！
[name="セイリュウ"]  そうだ。アブちゃんもパーティーに参加しない？　お二人も一緒にどうぞ。わたしの故郷の料理を食べにきて！
[name="Purestream"]  Oh, perfect! Sinthe, why don’t you come to our party? You two as well, Mr. Elysium, Mr. Thorns. I’ll be making lots of food from back home!
[name="퓨어스트림"]  잘 됐다. 생트는 이번에도 우리 축제에 와줄 거지? 엘리시움 씨랑 쏜즈 씨도 같이 와, 내가 모두에게 우리 고향 음식을 맛보게 해줄게!

[name="清流"]  一年一度的节日呢，不大吃一顿可不行！
[name="セイリュウ"]  年に一度の祭日なんだから、たっぷりご馳走を食べなきゃもったいないよ！
[name="Purestream"]  The festival only happens once a year. Be sure to eat your fill!
[name="퓨어스트림"]  일 년에 한 번 있는 날인데, 거하게 먹어줘야지?

[name="极境"]  哦！真让人期待啊！
[name="エリジウム"]  よっ！　期待してるよ！
[name="Elysium"]  Well! That certainly gives me something to look forward to!
[name="엘리시움"]  오! 기대되는걸!

[name="清流"]  嘿嘿，请期待吧，保证不会让人失望~
[name="セイリュウ"]  ふふっ、絶対がっがりさせないから！
[name="Purestream"]  Hehe, and do look forward to it. I promise you won’t be disappointed~!
[name="퓨어스트림"]  헤헤, 기대해 줘, 실망 안 시킬 테니까!

[name="棘刺"]  灰白色的城市。压抑。没意思。仅此而已吗？
[name="ソーンズ"]  灰色の町。抑圧的で退屈。それだけか？
[name="Thorns"]  A city in gray, drab colors. Depressing. Boring. Is that all?
[name="쏜즈"]  회백색의 도시, 답답함, 무의미함, 그것뿐인가?

[name="棘刺"]  你对那里的印象只有这样？
[name="ソーンズ"]  あそこに対する印象はそれだけか？
[name="Thorns"]  Is that how you see that place?
[name="쏜즈"]  네가 생각하는 그곳의 이미지는 그뿐이냐?

[name="极境"]  哎......我们的情况不一样吧。
[name="エリジウム"]  えーっと、お互い状況が違うからね。
[name="Elysium"]  Well... my situation isn’t quite like yours.
[name="엘리시움"]  에이…… 각자 사정이 다를 수도 있는 거잖아.

[name="极境"]  我确实没什么好说的，那里对我来说只是单调无聊，确实只有这样而已。
[name="エリジウム"]  僕にとってはあそこは単調で退屈、ほんとにそれだけだね。
[name="Elysium"]  I really don’t have much to say about that place. It was a simple and boring place to me, and that really is it for me.
[name="엘리시움"]  난 정말로 말할 만한 게 없어. 나한테 거긴 그저 단조롭고 따분한 곳이었으니까, 그것뿐이야.

[name="极境"]  况且，也不能真的和她们说得太详细吧，那里面还有一个还没成年呢！
[name="エリジウム"]  それに、彼女たち相手に深い話はできないでしょ。未成年だっていたんだし。
[name="Elysium"]  Besides, I couldn’t possibly have gone into the details. One of them is still a child.
[name="엘리시움"]  아니 그리고, 내가 여자애들한테 그런 말을 어떻게 해? 한 명은 게다가 미성년자인데?!

[name="棘刺"]  ......
[name="ソーンズ"]  ……
[name="Thorns"]  ......
[name="쏜즈"]  ……

[name="极境"]  你该不会忘了吧？
[name="エリジウム"]  まさか忘れてたの？
[name="Elysium"]  Don’t tell me you’ve forgotten.
[name="엘리시움"]  너 잊지는 않았겠지?

[name="极境"]  那个小姑娘可还是个学生，而且还是节日相关的话题呢，人家高高兴兴的，我们就别说那些扫兴的事情了。
[name="エリジウム"]  あの子はまだ学生だよ。それに今は祭日の話で盛り上がってるんだから、しらける話はナシ。
[name="Elysium"]  The girl is still a student, and she’s in a pretty cheerful mood because of the festival coming up. Let’s not dampen her spirits.
[name="엘리시움"]  그 어린 아가씨는 아직 학생이라고. 게다가 아까 우리 명절이네 기념일이네 그런 얘기 하고 있었잖아, 다들 기뻐할 때 그럼 그런 얘기 해서 흥 다 깨버릴까?

[name="极境"]  家乡......啊。不知道那里现在变成什么样子了？
[name="エリジウム"]  故郷……か。今はどんな感じになってるんだろうね。
[name="Elysium"]  Home... huh? I wonder what it’s like now.
[name="엘리시움"]  고향이라…… 거기는 지금 어떻게 변했을까?

[name="极境"]  建筑还是那么繁琐，风还是带着水气，有那种咸味吗？街上是不是还是空空荡荡，人人噤声？
[name="エリジウム"]  相変わらず建物がごちゃごちゃしてて、しょっぱくて湿った風が吹いてるのかな？　街並みだって殺風景なままで、みんな息をひそめて押し黙ってるのかな？
[name="Elysium"]  I wonder if it’s still packed with buildings, and the wind is still so humid, with that salty scent to it? Are the streets there still empty, and everyone there’s as quiet as they’ve always been?
[name="엘리시움"]  빽빽하게 들어선 건물들… 그 습한 바람엔 아직도 그 짠맛이 날까? 길거리는 여전히 사람 소리없이 텅텅 비어있겠지?

[name="棘刺"]  你问谁？我哪知道。
[name="ソーンズ"]  知るか。
[name="Thorns"]  Who are you asking? How would I know?
[name="쏜즈"]  누구한테 묻는 거냐, 내가 어떻게 알아.

[name="极境"]  哈哈，也是。
[name="エリジウム"]  ハハッ、だよね。
[name="Elysium"]  Haha, you’re right.
[name="엘리시움"]  하하, 그러게.

[name="极境"]  哎，兄弟，你说，像我们这样跑出来的，今后还有没有机会回去？
[name="エリジウム"]  ねえ、故郷を去った僕たちに、いつか帰る日は来るのかな？
[name="Elysium"]  Tell me, brother, do you think we’ll ever have a chance to go back, having run away from that place?
[name="엘리시움"]  어이 브라더, 우리처럼 뛰쳐 나온 사람들이 다시 돌아갈 기회가 앞으로 있을까?

[name="极境"]  我可不怎么想回去。
[name="エリジウム"]  別に帰りたいなんて思わないけどさ。
[name="Elysium"]  I don’t think I want to go back.
[name="엘리시움"]  난 그렇게 돌아가고 싶지는 않은데 말이지.

[name="极境"]  但我总有种预感，或许总有一天......我总会回到那个地方。
[name="エリジウム"]  でも、なんとなく予感がするんだよね。いつか……あの場所に帰ることになる、そんな予感がさ。
[name="Elysium"]  But I can’t help but think that, perhaps one day... I’ll go back.
[name="엘리시움"]  그래도, 어쩌면 언젠가는……그곳에 돌아갈 수도 있을 것 같다는 예감이 들어.

