2:42 P.M.  天气/多云
[name="그레이"]  음…… 하지만 로도스 아일랜드도 비슷한 임무를 받아서 참여하지 않았었나요……? 방금도 말했던, 뭐더라, 위기 협약이었던가요?

[name="莱恩哈特"]  是这样。不过一般充其量是类似于，击溃那些在天灾预警区域勒索小型移动城镇的落魄佣兵团，这种程度的委托吧。
[name="レオンハルト"]  まぁね。でもそれはせいぜい、天災警戒区域内の小型移動都市で野盗紛いの真似をする傭兵団を叩き潰すってレベルかな。
[name="Leonhardt"]  That's true, but those contracts are at most stuff like, fight some broke mercenaries that are trying to blackmail the small nomadic cities in the Catastrophe warning zones.
[name="레온하르트"]  맞아. 하지만 그것도 보통은 재앙 경보 구역의 작은 이동도시를 습격하는 초라한 용병단을 처치하는 수준의 의뢰야.

[name="莱恩哈特"]  毕竟罗德岛不会接受为了对抗天灾本身而去主动放弃拯救生命的任务，当然，也不应该自诩更崇高而去干预别人的选择，哪怕是自己的雇员。
[name="レオンハルト"]  ロドスは、天災そのものに立ち向かうために、命の救出を放棄するような任務は受けない。崇高なお題目を唱えて他人の選択に干渉するようなこともしないけど。相手がロドスの従業員であってもね。
[name="Leonhardt"]  After all, Rhodes Island doesn't take on the kind of missions where we have to give up on saving lives just to fight the Catastrophes. Of course, it shouldn't claim to be any more noble than the rest of us and interfere with the choices we've made for ourselves either, even if it's their own employees we're talking about.
[name="레온하르트"]  어쨌든 로도스 아일랜드는 재앙 자체에 맞서기 위해 목숨을 구하는 것을 포기하는 임무는 받아들이지 않으니까. 물론, 그것이 더 숭고하다고 자만하며 다른 이의 선택에 간섭할 수는 없어. 설사 그것이 자신의 고용인일지라도 말이야.

[name="莱恩哈特"]  天灾信使的敌人本质上是天灾而不是死亡，但我还是可以挑选我喜欢的方式去履行职责。你当然也可以挑选自己喜欢的方式去履行干员的职责啦。
[name="レオンハルト"]  天災トランスポーターの敵は天災であって死ではない。でも職責の果たし方は色々あっていいから、俺は俺の好きな形でやってる。君も選べるんだ。自分の好きな形でオペレーターをやれば？
[name="Leonhardt"]  The Catastrophe Messengers' enemies are the Catastrophes themselves, not death. That's the nature of the job. That said, I should still be allowed to go about my responsibilities the way I want, and, of course, you are allowed to fulfill your responsibilities as an operator however you want too.
[name="레온하르트"]  재앙정보전달자의 본질적인 적은 재앙이지 죽음이 아냐. 하지만 나는 내가 좋아하는 방식으로 이 직무를 이행할 수 있지. 너 역시 네가 좋아하는 방식으로 오퍼레이터로서의 직무를 다할 수 있어.

[name="断崖"]  或者反过来说。是为了去做你想做的事，而在自己所处的位置上寻找适合的契机。
[name="エアースカーペ"]  もしくは逆に、自分がやりたいことをやるために、自分のいる立場で適切なチャンスを探すんだ。
[name="Ayerscarpe"]  To put what he said another way, you should always look out for the opportunity to do what it is that you actually want to do, wherever it is you are standing at the moment.
[name="에이어스카르페"]  아니면 반대로, 네가 하고 싶은 일을 하기 위해, 네가 있는 자리에서 적합한 기회를 찾아 나가는 거다.

[name="断崖"]  对罗德岛而言，也许任务有轻重之分；对他人而言，也许成就有大小之别；对自己而言，则并没有哪种实现自我的工作方式更崇高。
[name="エアースカーペ"]  ロドスにとって、任務には優先順位があるだろう。他人にとって、成果には大小があるだろう。だが自分にとって、自身の価値を実現するための仕事に貴賤なんてものはない。
[name="Ayerscarpe"]  To Rhodes Island, some missions are probably more important than others; to other people, some accomplishments are probably greater than others; but to ourselves, there really isn't anything more sublime than being able to work the way you want to.
[name="에이어스카르페"]  로도스 아일랜드로서는 임무에 대해 경중의 구분이 있을지도 모른다. 다른 사람들 역시 성과에 대한 크기를 나눌지도 모르지. 그러나 자신에게 있어서는, 자신이 원한 일의 방식을 실현하는 것만큼 숭고한 일은 없어.

[name="格雷伊"]  嗯......也是有这样的思路啊......
[name="グレイ"]  なるほど……そういう考え方もあるんですね……
[name="Greyy"]  Hmm... I never thought of it like that...
[name="그레이"]  음…… 그런 사고방식도 있군요……

[name="格雷伊"]  是我太心急了么......
[name="グレイ"]  ぼくが焦りすぎていたのでしょうか……
[name="Greyy"]  Am I being too impatient...?
[name="그레이"]  제가 너무 조급하게 굴었던 걸까요……

[name="断崖"]  你只是在为了行动起来而假借那些责任来逼迫自己。不止你，许多曾从灾难中得救而生还的人都会这么做，天灾信使们对此屡见不鲜。
[name="エアースカーペ"]  アンタは行動するために責任を口実にして自分に無理強いしているだけだ。アンタだけじゃない、災いから生き延びた多くの人がそうする……天災トランスポーターにとってはよく目にするものだ。
[name="Ayerscarpe"]  You're just using responsibilities as a way to force yourself to do something. It's not just you. Many of those who survived the Catastrophes do the same thing, and this is nothing new to Catastrophe Messengers.
[name="에이어스카르페"]  너는 그저 행동하기 위해, 책임을 핑계로 자신을 짓누르고 있을 뿐이야. 너뿐만이 아니라, 재앙에서 구해진 수많은 사람이 그랬지. 재앙정보전달자에겐 그다지 드문 일도 아니다.

[name="断崖"]  本身倒也不是坏事，但盲目地去背负更多更重的责任，并不意味着能让自己和他人从中得到更大的救赎。
[name="エアースカーペ"]  それ自体は悪いことじゃない。だが盲目的により多くの、より重い責任を背負ったところで、自分や他人がそれに見合う大きな救いを得られるわけではない。
[name="Ayerscarpe"]  That's not a bad thing in itself, but to take on even more responsibilities blindly doesn't really mean you yourself or anyone else will receive a greater redemption.
[name="에이어스카르페"]  그 자체로는 나쁜 일이 아냐. 하지만 맹목적으로 더 무겁고 많은 책임을 짊어지려 해봤자, 그게 자신과 타인이 더 큰 구제를 받을 수 있다는 뜻은 아니다.

[name="断崖"]  也有人是在为了能让你过得更好而奋斗的，不可以把辜负那些人当作自己实现目标的代价。
[name="エアースカーペ"]  アンタにより良い生活を送ってもらうために働く奴もいるだろう。自分の目標を実現するために、そういった人を裏切るようなことをしてはいけない。
[name="Ayerscarpe"]  There are those who are fighting to give you a better life. Don't let them down just to fulfill your own goals.
[name="에이어스카르페"]  누군가는 지금도 네게 보다 나은 삶을 주기 위해 분투하고 있다. 그들을 저버리는 것을 너 자신이 목표를 이루기 위한 대가로 삼아서는 안 돼.

[name="格雷伊"] 呜......这么一讲总觉得有些对不起医疗部的哥哥姐姐们......
[name="グレイ"] うーん……そう言われると何だか医療部のみなさんに申し訳ない気持ちになってきました……
[name="Greyy"] Uhh... That makes me feel kind of bad for the doctors at Medical...
[name="그레이"] 으…… 그렇게 말씀하시니, 의료부의 형 누나들에게 너무 죄송한걸요……

[name="莱恩哈特"]  你怎么看的书倒没我多，歪理倒是一套一套的！
[name="レオンハルト"]  俺より本読まないのに、なんでそういう屁理屈は一丁前に並べられるの！
[name="Leonhardt"]  You don't even read as much as I do. How come you always have some bullshit argument ready to dole out?
[name="레온하르트"]  넌 나보다 책을 많이 읽지도 않는 주제에, 어떻게 그런 궤변들이 술술 나오는 거야!

[name="断崖"]  你可以少看点那些关于缺乏实用价值的无聊新发明的哥伦比亚杂志。还有你怎么好意思说别人讲歪理。
[name="エアースカーペ"]  あんな実用性に欠けるつまらん試作品ばかり特集してるクルビアの雑誌なんか読む必要ないだろ。それに屁理屈って、アンタがそれを言うか？
[name="Ayerscarpe"]  Perhaps you shouldn't spend all your time reading those pointless, impractical Columbian invention magazines, then. Also, if my arguments were bullshit, I wonder what that makes yours.
[name="에이어스카르페"]  너는 실용적 가치라곤 전혀 없는, 시시한 발명 따위나 소개하는 컬럼비아 잡지 좀 그만 봐라. 그리고 네 입으로 궤변을 논하다니, 웃기는군.

[name="莱恩哈特"]  哼，我那叫经验之谈。刚你说到哪来着？啊，好像是说工作？
[name="レオンハルト"]  フン、わかってないな。俺のは経験談ってやつだよ。てか今何の話をしてたんだっけ？　ああ、仕事についてだっけか？
[name="Leonhardt"]  Heh, I speak from experience, not out of my ass. So where were we? Something about work?
[name="레온하르트"]  흥, 내 얘기는 경험담이라고. 너 아까 어디까지 얘기했지? 아, 일 얘기였나?

[name="莱恩哈特"]  这么一想虽然你说自己不挑工作，但也没见艾尔斯你去给雷姆必拓的某些不把人当人的混账暴发户当护卫吧？
[name="レオンハルト"]  そういえばエアースってさ、仕事は選ばないとか言ってるくせに、人を人とも扱わないレム・ビリトンのバカな成金の護衛にはなったことないよね？
[name="Leonhardt"]  Now that I think about it, Ayers, you always say you aren't picky about work, but I haven't ever seen you take on bodyguard work for those stupid, self-conceited upstarts at Rim Billiton.
[name="레온하르트"]  그러고 보니 에이어스 넌 직업을 가리지 않는다고 하지만, 림 빌리턴의 몰인정하고 비열한 졸부 놈의 보디가드가 됐다거나 하는 일 따윈 해본 적 없잖아?

[name="断崖"]  未必。你下次要是为了买新款沙地车欠了债，我倒也只好考虑一下。
[name="エアースカーペ"]  そうとも限らないぞ。もしアンタが新モデルのバギーを買うために借金しようってんなら、俺も考えるしかないな。
[name="Ayerscarpe"]  Hard to say I won't ever do it. Let me know the next time you take out a loan from one of them to get another dune buggy. I'll think about it then.
[name="에이어스카르페"]  글쎄다. 행여 다음에 네가 새 버기카를 사기 위해 빚이라도 지는 날엔, 그런 것도 고려해볼 수밖에 없겠지?

[name="莱恩哈特"]  真的假的啊？！那你对我也太好了，竟然连——
[name="レオンハルト"]  マジで！？　優しすぎでしょ、まさか俺のために――
[name="Leonhardt"]  Oh, for real?! You're gonna be such a lifesaver, going so far as—
[name="레온하르트"]  정말이야?! 너무 자상한걸, 마침내 너도……

[name="断崖"]  我这是在提醒你先攒够了钱再去买想要的东西！
[name="エアースカーペ"]  ちゃんと金を貯めてから欲しい物を買えって言ってるんだ！
[name="Ayerscarpe"]  I'm telling you to save up before even thinking about buying all that junk!
[name="에이어스카르페"]  우선 돈부터 충분히 모은 뒤에 사고 싶은 걸 사라는 뜻이다!

[name="断崖"]  还有，不准欠人债！
[name="エアースカーペ"]  それと、人に金を借りるな！
[name="Ayerscarpe"]  And don't ever owe anyone money!
[name="에이어스카르페"]  그리고, 빚지는 것도 금지다!

[name="莱恩哈特"]  好好好。
[name="レオンハルト"]  わかったわかった。
[name="Leonhardt"]  Alright, alright.
[name="레온하르트"]  알았어, 알았다고.

[name="莱恩哈特"]  不过话说回来，格雷伊你也挺有胆啊，头一回外勤就是这种天灾预警区域的救援任务。
[name="レオンハルト"]  ……ていうかさ、グレイくんって結構度胸あるよね。初めての外勤でこんな天災警戒区域の救援任務に出るなんて。
[name="Leonhardt"]  I've got to say, though. You've really got balls, Greyy. This is your first mission outside, and it's a rescue mission at a Catastrophe warning zone.
[name="레온하르트"]  그나저나 그레이, 너도 참 간도 크다. 첫 외근 임무로 이런 재앙 경보 구역의 구조 임무라니.

[name="格雷伊"]  因为难得这回任务内容是帮电机组故障的搁浅移动城镇解决困难，嗯。平时一些战斗相关的任务总担心会拖各位的后腿就没有......
[name="グレイ"]  今回の任務内容は、発電機の故障によって座礁した移動都市の問題を解決するというものでしたから。普段のような戦闘メインの任務だとみなさんの足を引っ張ってしまわないか心配ですし……
[name="Greyy"]  That's just because our mission is to help out a nomadic city that's stranded because of its electrical problems. Most of the missions we get are combat-related, and I try to stay away from those because I'm afraid of holding everyone else back...
[name="그레이"]  공교롭게도 이번 임무의 내용이 전력 설비가 고장 나 좌초된 이동도시를 돕는 거니까요. 평소의 전투 관련 임무는 여러분의 발목을 잡을까 봐 걱정돼서 받지 않았어요……

[name="格雷伊"]  虽说之前通过了干员测试，但是我也根本没有实战经验，等到真正要面对“敌人”的时候......和训练用标靶肯定不一样吧......
[name="グレイ"]  オペレーター試験は合格しましたが、実戦経験は全くありません。本物の「敵」はきっと訓練用の的とは違うでしょうし。もしそれが目の前に現れたら……
[name="Greyy"]  I may have passed the operator examination, but I don't have any combat experience at all. I'm sure the real enemies out there are nothing like the practice targets we use during training...
[name="그레이"]  전 아무리 오퍼레이터 시험을 통과했대도, 실전 경험이 전무하잖아요. 실전에서 정말로 '적'을 마주하게 되면…… 분명 훈련용 표적과는 완전히 다르겠죠……

[name="格雷伊"]  啊，但现在的话好像不应该再这么想了，无论是战斗任务还是内勤任务，都一样是达成我自己想做的事的机会......
[name="グレイ"]  あ、でももうこんなふうに考えるべきじゃないですね。戦闘任務だろうと内勤任務だろうと、自分がしたいことを成し遂げるためのチャンスですから……
[name="Greyy"]  Oh, but I guess I shouldn't worry about that as much as I used to anymore. Whether it's a combat mission or deskwork, they're all a chance for me to accomplish the things I want to do...
[name="그레이"]  아, 하지만 이제는 더 이상 그렇게 생각하면 안 되겠어요. 전투 임무든 내근 업무든, 모두 자신이 원하는 일을 이루기 위한 기회니까요……

[name="格雷伊"]  维护好电力设备的同时，我也会努力锻炼，尽力不拖大家后腿的！
[name="グレイ"]  電力設備のメンテナンスをしつつ、ぼくも頑張って鍛錬します！　みなさんの足を引っ張らないように！
[name="Greyy"]  I'll keep maintaining the electrical equipment, but I'll also train really hard! I'll make sure I'm not holding anyone back!
[name="그레이"]  전력 설비도 잘 관리하면서 단련도 열심히 해서, 여러분의 발목을 잡는 일이 없도록 노력할게요!

[name="莱恩哈特"]  话虽这么说嘛，不过在舰船帮忙维护电力设备不就已经够忙的喽？从普通的医生和病人到参战的干员可都离不开用电啊。
[name="レオンハルト"]  とは言え、艦船の電力設備のメンテナンスで十分忙しいでしょ？　医者も病人も戦闘任務に参加するオペレーターも、みんな電気なしでは何もできないよ。
[name="Leonhardt"]  You say that, but isn't helping out with the landship's power supply a whole lot of work to begin with? From doctors and patients to the combat operators, every everybody there needs electricity.
[name="레온하르트"]  말은 그렇게 해도, 함선에서 전력 설비의 관리만 해도 충분히 바쁘지 않아? 의사와 환자부터 전투에 참여하는 오퍼레이터들까지, 모두 전기 없이는 살 수 없으니까 말이야.

[name="莱恩哈特"]  听说有次你在帮博士整理文件时因为疲劳晕倒了？吓得博士赶紧喊了医生帮忙送去医务室，还挨了一顿骂。
[name="レオンハルト"]  いつだったか、ドクターの文書整理を手伝ってた時に、君は疲労で倒れたって？　驚いたドクターが慌てて医者を呼んで君を医務室に運び込んで、おまけに説教までくらっててさ……
[name="Leonhardt"]  And I heard there was this one time you passed out while taking care of paperwork for the Doctor? He was so freaked, he called for the medics right away and took you to Medical. I heard you really got an earful that time.
[name="레온하르트"]  언제 한 번은 박사의 서류 정리를 돕다가 피로로 쓰러졌다면서? 기겁한 박사가 서둘러 의사를 불러 의무실에 보냈다가 잔뜩 혼났다던데.

[name="格雷伊"]  啊......这个说起来实在是难为情......
[name="グレイ"]  あー……それは確かに申し訳ないことをしたと反省してます……
[name="Greyy"]  Oh... It's a little embarrassing...
[name="그레이"]  아…… 그 일은 말하자니 부끄러운데……

[name="格雷伊"]  和博士约好了帮忙一起整理一下需要审批的新干员用电需求报告的，但前一天晚上有组变压器突然故障了......
[name="グレイ"]  新規オペレーターの電力使用に関する報告書で、審査が必要な部分の整理を手伝うってドクターと約束してたんです。でもその前の晩に変圧器が突然故障してしまって……
[name="Greyy"]  I promised the Doctor I'd help review the electricity usage reports from the new operators that needed approval, but a set of transformers had gone out the night before.
[name="그레이"]  결재가 필요한 새로운 오퍼레이터의 전력 사용 요청서를 같이 정리해 드리기로 박사님과 약속했는데, 그 전날 밤에 갑자기 변압기 하나가 고장이 나는 바람에……

[name="断崖"]  嗯？那个不是电气工程师之类的负责范畴么？
[name="エアースカーペ"]  ん？　それは電気技師とかがやる仕事じゃないのか？
[name="Ayerscarpe"]  Hm? Shouldn't that be the electricians' job?
[name="에이어스카르페"]  응? 그건 전기 엔지니어의 일 아냐?

[name="格雷伊"]  啊，抢修变压器的话，是的。
[name="グレイ"]  あっ、変圧器の復旧でしたらそうです。
[name="Greyy"]  Oh, yes, they took care of the transformer repair work.
[name="그레이"]  아, 변압기의 수리 부분이라면 그런데요.

[name="格雷伊"]  不过也需要术师工程师检修一下源石单元的输出功率是不是出了问题，还要工程术师检查能量转换的过程，还有冷却用的......
[name="グレイ"]  でも源石ユニットの出力に問題がないかどうかは術師エンジニアの点検が必要で、それに加えて専門術師によるエネルギーの変換プロセスや、クールダウンに必要――
[name="Greyy"]  But they also needed an Engineer Caster to inspect the Originium unit's output to make sure it was working. They also needed an Engineer Caster to check the energy conversion process, then there's also the cooling...
[name="그레이"]  캐스터 엔지니어에게 오리지늄 유닛의 출력 공률에 문제가 없는지 점검해 달라고 할 필요도 있었고, 엔지니어링 캐스터가 에너지 전환 과정도 확인해야 했거든요. 그리고 냉각용……

[name="断崖"]  （唔，聊到这些时眼睛都在放光了。）
[name="エアースカーペ"]  （なんだ、この話になった途端目が輝き始めたぞ？）
[name="Ayerscarpe"]  (Hm, look at that light in his eyes.)
[name="에이어스카르페"]  (어, 이런 얘기를 하니까 눈이 반짝거리네.)

[name="莱恩哈特"]  （这就叫专业。）
[name="レオンハルト"]  （これこそまさにプロだね……）
[name="Leonhardt"]  (He's a professional.)
[name="레온하르트"]  (이게 프로라는 거겠지.)

[name="格雷伊"]  ......的汇流管道也需要检查，总之还挺复杂的，但我都有记下来！
[name="グレイ"]  ……のバスダクトも検査が必要なんです。いずれにしても結構複雑なんですが、もう全部覚えました！
[name="Greyy"]  ...The collecting pipe needed checking too. It's really complicated, but I have it all memorized!
[name="그레이"]  ……의 합류 파이프 점검도 필요했어요. 어쨌든 상당히 복잡하지만, 전부 기록해뒀거든요!

[name="莱恩哈特"]  唉，说起来可露希尔小姐设计的这个电力系统到底行不行啊，还是说某些喜欢瞎折腾供电设备的人太能折腾了......
[name="レオンハルト"]  ねぇ、っていうかクロージャさんが設計したその電力システムって大丈夫なの？　それとも電力をめっちゃ消費しているあの人たちのせいだったりするのかな……？
[name="Leonhardt"]  Eh, this makes me wonder if the power system Closure designed actually works all that well, or if those energy hogs are working the equipment that hard.
[name="레온하르트"]  아, 그나저나 클로저 씨가 설계한 이 전력 시스템 정말 괜찮은 거 맞아? 아니면 전력 공급 설비를 만지기 좋아하는 누군가가 너무 애썼다고 해야 할지……

[name="莱恩哈特"]  这里甚至还有个喜欢用电折腾自己的人。
[name="レオンハルト"]  ここにはさらに電気で自分をいじめるのが好きな奴もいるし。
[name="Leonhardt"]  We even have a kid here who's into getting worked hard by electricity.
[name="레온하르트"]  하긴, 여기엔 전기로 자신을 괴롭히기 좋아하는 녀석도 있었지.

[name="格雷伊"]  噗嗤......
[name="グレイ"]  ププッ……
[name="Greyy"]  Hehe...
[name="그레이"]  풉……

[name="断崖"]  这辆车上装载有“聪慧无比的可露希尔小姐”制作的数据记录仪，带录音功能的。
[name="エアースカーペ"]  実はこの車には「とてもとても聡明なクロージャお嬢様」が作ったドライブレコーダーが搭載されているんだ、録音機能付きのな。
[name="Ayerscarpe"]  You know, this car is equipped with a data logger designed by our 'highly intelligent Ms. Closure.' It has a voice recorder, too.
[name="에이어스카르페"]  이 차에는 '누구보다도 똑똑한 클로저 아가씨'께서 만든 데이터 기록 장치가 탑재되어 있다. 녹음 기능도 있다던데.

[name="莱恩哈特"]  啊？可露希尔小姐您大人不记小人过，可千万别在我的仪器和施术单元上整蛊......
[name="レオンハルト"]  ええっ？　いやあクロージャお嬢様は本当に心が広いお方です！　なので俺の器具やアーツユニットに変なことは絶対絶対しないでくださいね！
[name="Leonhardt"]  Huh? Closure, ignore everything I just said, okay? Please don't do anything funny to my equipment or my Arts Unit...
[name="레온하르트"]  헉?! 저기…… 클로저 님, 소인의 잘못을 너그러이 용서하여 주시옵소서. 부디 제발 제 측정기와 아츠 유닛에는 장난치지 말아 주세요……

[name="断崖"]  逗你玩的。
[name="エアースカーペ"]  冗談だ。
[name="Ayerscarpe"]  Just messing with you.
[name="에이어스카르페"]  장난이다.

[name="莱恩哈特"]  ......你的幽默感什么时候变得比我还烂了，跟伊比利亚的海风似的又冷又干，也不知道跟谁学的。
[name="レオンハルト"]  ……ちょっと、いつからそんな酷い冗談を言うようになったのさ、イベリアの海風みたいに冷たいしドライだし。一体誰に影響されたのやら……
[name="Leonhardt"]  Since when has your sense of humor been this lame? It's drier than an Iberian sea breeze.
[name="레온하르트"]  ……언제부터 네 유머 센스가 나보다 끔찍해진 거야. 어디서 저런 이베리아의 바닷바람처럼 썰렁한 농담을 배워와선……

[name="断崖"]  我们什么时候去过伊比利亚吹海风？
[name="エアースカーペ"]  俺たちはいつイベリアに行って海風に当たったんだ？
[name="Ayerscarpe"]  And when have we ever been to the Iberian seaside?
[name="에이어스카르페"]  우리가 언제 이베리아에서 바닷바람을 쐬어본 적이나 있나?

[name="莱恩哈特"]  梦里。我还梦见我的法术使不出来了，嗓子被海风灌哑了。你还学了个什么怪剑术，操纵武器划着圆形的轨迹进攻和招架。
[name="レオンハルト"]  夢の中だよ。こないだなんか俺はアーツが使えなくなって、海風で喉が枯れちゃった夢を見たんだ。君はそこで変な剣術を学んで、円の軌道を描いて攻撃する技を出したりしてたよ。
[name="Leonhardt"]  I did in a dream once. I couldn't use my Arts, and my throat was so hoarse because of the breeze there. You picked up some sort of funny sword technique. It's like, you attack and parry by tracing circles and whatnot.
[name="레온하르트"]  꿈속에서다 왜. 내가 아츠도 못쓰게 되고, 바닷바람에 목소리까지 다 갈라지는 꿈을 꿨었거든. 넌 무슨 이상한 검술을 배운다면서, 무기로 둥근 궤적을 그리며 공격하는 초식을 연습하던데.

[name="断崖"]  听上去就不实用。
[name="エアースカーペ"]  実用的ではなさそうだな。
[name="Ayerscarpe"]  Sounds like the most impractical thing ever.
[name="에이어스카르페"]  듣기만 해도 비실용적이군.

[name="莱恩哈特"]  梦里你也这么讲的。说照着典籍挥剑根本无法称之为战斗技巧，能结合实战需求作出改变的才是剑术。
[name="レオンハルト"]  エアースは夢の中でも同じこと言ってたよ。本の通りに剣を振っても戦闘テクニックは上達しない。実戦の状況に合わせて変化させることでようやく剣術と言えるんだって。
[name="Leonhardt"]  Yeah, you said that in the dream too. You said following what a book says doesn't make it a combat technique, and that it's not a technique until you can wield it so skillfully that you can bend it to the needs of battle.
[name="레온하르트"]  꿈속에서도 똑같이 말했어. 단순히 교과서대로 검을 휘두르는 건 결코 전투 기술이라고 부를 수도 없고, 실전에 맞게 변화할 수 있어야만 비로소 검술이라고 말이야.

[name="格雷伊"]  是和什么人战斗呀？
[name="グレイ"]  いったい何と戦ってたんですか？
[name="Greyy"]  Who did he fight?
[name="그레이"]  누군가와 싸웠나요?

[name="莱恩哈特"]  穿着袍子，有些神神叨叨的人，大概。记不得了，梦嘛。
[name="レオンハルト"]  たしかローブを着た、なんだか変な人だったな……覚えてないや、夢だもん。
[name="Leonhardt"]  Some guy that was always jabbering. He wore a robe, I think. It was a dream; I don't remember that much about it.
[name="레온하르트"]  긴 옷을 입은, 조금 제정신이 아닌 듯한 사람이었지, 아마. 기억은 잘 안 나, 꿈이잖냐.

[name="莱恩哈特"]  啊，我们到了。下车吧。
[name="レオンハルト"]  おっ、着いた。降りようか。
[name="Leonhardt"]  Oh, we're here now. Let's get going.
[name="레온하르트"]  아, 도착했다. 내리자.

[name="格雷伊"]  哎？可附近没有城镇呀？
[name="グレイ"]  あれ？　でも近くに街はありませんよ？
[name="Greyy"]  Huh? I don't see any towns around here.
[name="그레이"]  어라? 하지만 근처에 도시가 없는데요?

[name="莱恩哈特"]  我们离目标坐标还有约三千米的样子吧，不过接下来就不适合驾车去了。格雷伊，麻烦你把便携终端递......啊，谢谢你。
[name="レオンハルト"]  目標座標まであと三キロくらいあるけど、ここからは車で行けるような場所じゃないから。グレイくん、ちょっと携帯端末をか……ああ、ありがと。
[name="Leonhardt"]  There should be some three kilometers to go from here, but the road up ahead isn't very suitable for driving. Greyy, get me that portable terminal, will you? Thanks.
[name="레온하르트"]  목표 지점까지는 3천 미터 정도 남았는데, 이제부터는 차로 가기는 어려워서 말이지. 그레이, 미안한데 휴대용 단말기 좀…… 아, 고마워.

[name="莱恩哈特"]  嗯嗯......
[name="レオンハルト"]  ふむふむ……
[name="Leonhardt"]  Hmm...
[name="레온하르트"]  음……

[name="莱恩哈特"]  虽然这个说法有些老套，不过我有一个好消息和一个坏消息。
[name="レオンハルト"]  ちょっとお決まりの言い方だけど、良いニュースと悪いニュースがあるよ。
[name="Leonhardt"]  Well, this is probably kind of a cliche, but I've got some good news and some bad news.
[name="레온하르트"]  진부한 표현이지만, 좋은 소식 하나와 나쁜 소식 하나가 있어.

[name="莱恩哈特"]  好消息是，根据刚才一路上收集和更新的数据，我们会有非常充裕的时间准备撤离。
[name="レオンハルト"]  良いニュースは、来る途中で収集と更新したデータによれば、撤退の準備を行うには、かなり時間にゆとりがあるってこと。
[name="Leonhardt"]  Good news is, going by the data I've been collecting on our way here, we will have lots of time to prepare for the evacuation.
[name="레온하르트"]  좋은 소식은, 오는 길에 수집하고 업데이트한 데이터에 따르면, 대피할 시간은 아주 충분하다는 거야.

[name="断崖"]  难怪你车开到半路就不那么着急了。但是，源石技艺？
[name="エアースカーペ"]  道理で途中から車のスピードが落ちたわけだ……だが、どうやって運転中にアーツを？
[name="Ayerscarpe"]  So that's why it felt like you were in much less of a rush about halfway into the ride. But... you were using Originium Arts while you were driving?
[name="에이어스카르페"]  어쩐지 절반쯤 왔을 때부턴 별로 서두르지 않더라니…… 그런데, 어떻게 운전 중에 아츠를 쓴 거지?

[name="莱恩哈特"]  别瞪我，艾尔斯，这个方向盘是工匠改装过的异型施术单元，我可没在路上脱离法杖用源石技艺。
[name="レオンハルト"]  にらまないでよ、エアース。実はこのハンドルは職人が改造した、特別なアーツユニットなんだよね。俺だってアーツユニットなしにアーツを使ったりはしないよ。
[name="Leonhardt"]  Don't look at me like that, Ayers. The steering wheel's an Arts Unit modified by the craftsmen. I didn't take my hands off my staff to use Arts.
[name="레온하르트"]  째려보지 마, 에이어스. 사실 이 핸들은 장인이 특별히 개조한 아츠 유닛이라고. 내가 설마 아츠 유닛도 없이 아츠를 쓰겠어?

[name="莱恩哈特"]  你们也知道的，根据区域外围数据做出的预测并不准确，所以才会需要天灾信使深入预警区域获取详细数据来修正。
[name="レオンハルト"]  君たちも知ってると思うけど、エリア周辺データに基づいて出された予測は正確じゃない。だから天災トランスポーターが警戒区域の奥深くに行って、詳細なデータを得て修正する必要がある。
[name="Leonhardt"]  I'm sure both of you are aware, but making predictions based on the data outside the area tends to give you fairly inaccurate results. That's why, as a Catastrophe Messenger, I tagged along with you guys here to the warning zone to get more detailed data to work on that.
[name="레온하르트"]  너희들도 알다시피, 구역 주변 데이터에 기반해서 내린 예측은 정확도가 떨어져. 그래서 재앙정보전달자가 경보 구역 깊숙한 곳까지 들어가서 상세한 데이터를 가지고 수정해야 하지.

[name="莱恩哈特"]  这附近源石的反应离饱和还差得远，我们至少有半个月的时间可以准备离开。
[name="レオンハルト"]  この付近の源石反応は、飽和状態にはほど遠い……少なくとも半月は撤退準備に費やせるね。
[name="Leonhardt"]  The Originium around here's still some time away from saturation. We should have at least half a month until we have to go.
[name="레온하르트"]  이 부근의 오리지늄 반응은 포화 상태까지는 아직 한참 멀었어. 적어도 반 개월 정도는 떠날 준비를 할 여유가 있지.

[name="莱恩哈特"]  坏消息嘛，这次的任务报告可能要换个主题了，虽然还不确定。
[name="レオンハルト"]  そんで悪いニュースは、今回の任務報告の内容を変える必要があるかもしれない……まだ断定できないけど。
[name="Leonhardt"]  As for the bad news... I guess the mission report this time is going a whole different direction than we expected. Can't say for sure yet, but it sure seems like it.
[name="레온하르트"]  나쁜 소식은 말이지, 이번 임무 보고의 주제를 바꿔야 할지도 모른다는 거야. 아직 확실하진 않지만.

[name="断崖"]  哪边？
[name="エアースカーペ"]  どっちだ？
[name="Ayerscarpe"]  Which direction?
[name="에이어스카르페"]  어느 쪽으로?

[name="莱恩哈特"]  还不好说，也可能是两边。
[name="レオンハルト"]  まだよくわからない、両方の可能性もあるよ。
[name="Leonhardt"]  Hard to say. Might be both.
[name="레온하르트"]  글쎄, 둘 다일지도.

[name="格雷伊"]  咦？
[name="グレイ"]  え？　どういうことですか？
