古米是宿舍里第二个醒来的人，她有个习惯。
グムは、ズィマー、イースチナとの三人が暮らす宿舎で二番目に目覚める。彼女には習慣がある。
Gummy is the second one in her dorm to wake up every morning. And she has a habit.

一旦被真理叫醒，她就会握握真理的手，然后用同样的方法到隔壁去叫醒凛冬。
イースチナに起こされると、彼女の手を握り、同じ方法で隣のベッドのズィマーを起こすのだ。
As soon as Istina wakes her, they share a handshake. Gummy then goes next door to wake Zima in the same fashion.

至于凛冬握不握她的手，纯看“冬将军”醒来时的心情。
ただし、ズィマーが彼女の手を握るかどうかは、「冬将軍」が目覚めた時の機嫌次第ではあるが。
Whether "The General" decides to shake her hand or not depends entirely on her mood.

6:30 a.m.
6:30 a.m.
6:30 a.m.

罗德岛宿舍区  真理与古米的宿舍
[name="ケオベ"]  じゃあ、ばいばい。
[name="Ceobe"]  Bye.

[name="古米"]  欸，等等！
[name="グム"]  あっ、ケーちゃんちょっと待って！
[name="Gummy"]  Oh. Bye!

[name="古米"]  走掉了......
[name="グム"]  行っちゃった……
[name="Gummy"]  She’s gone.

[name="烈夏"]  这是（乌萨斯惊叹词）饼干？
[name="リェータ"]  そりゃ（ウルサスの感嘆詞）クッキーか？
[name="Leto"]  Nichego sebe, that’s one hell of a cookie.

[name="凛冬"]  她说是就是吧。
[name="ズィマー"]  あいつがそう言うならそうなんだろ。
[name="Zima"]  A cookie’s a cookie.

[name="凛冬"]  愣着干嘛，吃啊。
[name="ズィマー"]  ポカンとしてどうしたんだ、食えよ。
[name="Zima"]  Well? Eat it already.

[name="古米"]  （今晚能把肚子塞饱了呢。）
[name="グム"]  （今夜はお腹いっぱい食べられそう。）
[name="Gummy"]  (I’m eating well tonight.)

[name="古米"]  （真好。）
[name="グム"]  （嬉しいな。）
[name="Gummy"]  (Yay.)

9:00 p.m.
9:00 p.m.
9:00 p.m.

罗德岛宿舍区   凛冬、真理与古米的宿舍
ロドス宿舎エリア ズィマー、イースチナとグムの宿舎 グムの部屋
Rhodes Island Dormitories - Zima, Istina, and Gummy’s Quarters

[name="古米"]  呼，好开心啊，但是该睡觉了。
[name="グム"]  ふぅ、楽しかったなぁ、でもそろそろ寝ないと。
[name="Gummy"]  Phew. That was great. But now it’s bedtime.

[name="古米"]  打开我亲爱的小夜......
[name="グム"]  ベッドライトちゃんを点けて……
[name="Gummy"]  Just need my trusty night light...

[name="古米"]  唉？怎么开不了？
[name="グム"]  あれ？　なんで点かないの？
[name="Gummy"]  Huh? It’s not turning on?

[name="古米"]  是灯管坏了吗？
[name="グム"]  壊れちゃったのかなぁ？
[name="Gummy"]  Did the bulb burn out?

[name="古米"]  这么说来，早上就没有亮欸。
[name="グム"]  そういえば、朝も消えてた……
[name="Gummy"]  Now that I think of it, it wasn’t on this morning either.

[name="古米"]  那时候就坏了吗？
[name="グム"]  あの時にはもう壊れちゃってたの？
[name="Gummy"]  So when did it break?

[name="古米"]  怎么办啊......
[name="グム"]  どうしよう……
[name="Gummy"]  Uh oh...

古米有个习惯
グムには習慣がある。
Gummy has a habit.

晚上睡觉的时候一定要把小夜灯打开。
グムは夜眠る時、必ずベッドライトを点ける。
She absolutely must sleep with a night light.

[name="真理"]  古米。
[name="イースチナ"]  グム。
[name="Istina"]  Gummy.

[name="古米"]  怎么了真理姐。
[name="グム"]  どうしたのイースチナお姉ちゃん。
[name="Gummy"]  What’s up, Istina?

[name="真理"]  今天可以一起睡吗。
[name="イースチナ"]  今日は一緒に寝ていいですか？
[name="Istina"]  Can I sleep with you tonight?

[name="古米"]  好，好啊！
[name="グム"]  い、いいよ！
[name="Gummy"]  Y- yeah!

[name="真理"]  凛冬。
[name="イースチナ"]  ズィマー。
[name="Istina"]  Zima.

[name="古米"]  今天凛冬姐也在这里休息吗？
[name="グム"]  ズィマーお姉ちゃんも今日はここで寝るの？
[name="Gummy"]  Are you sleeping with us too?

[name="凛冬"]  啊，算是吧。
[name="ズィマー"]  ああ、まぁそうだな。
[name="Zima"]  Uh, I guess so.

[name="凛冬"]  我说啊，真理。
[name="ズィマー"]  でも、イースチナ。
[name="Zima"]  Hey, Istina?

[name="凛冬"]  古米的床真能三个人一起睡吗......
[name="ズィマー"]  グムのベッドに三人も寝られるのか……？
[name="Zima"]  Can the three of us really fit in Gummy’s bed?

[name="真理"]  挤一挤就好。
[name="イースチナ"]  詰めればどうにかなりますよ。
[name="Istina"]  Just squeeze in tight.

[name="凛冬"]  那古米要被挤成小熊饼干了。
[name="ズィマー"]  グムが潰れてクマちゃんクッキーになっちまうぞ。
[name="Zima"]  Guess we’re making a Gummy bear sandwich.

[name="古米"]  古米没问题的凛冬姐。
[name="グム"]  グムは大丈夫だよ、ズィマーお姉ちゃん。
[name="Gummy"]  Fine by me.

[name="凛冬"]  那好吧，如果觉得闷或者热，你和我说，我回去睡。
[name="ズィマー"]  ならいいけど。もし息苦しかったり暑かったら言えよ。アタシは戻るから。
[name="Zima"]  All right. Just tell me if it gets too hot and stuffy. I’ll go back to my room.

[name="古米"]  好的。
[name="グム"]  わかった。
[name="Gummy"]  Okay.

[name="真理"]  那我关灯了，晚安。
[name="イースチナ"]  じゃあ電気を消しますね、おやすみなさい。
[name="Istina"]  I’m turning out the lights. Good night.

[name="凛冬"]  晚安。
[name="ズィマー"]  おやすみ。
[name="Zima"]  Night.

[name="古米"]  晚安。
[name="グム"]  おやすみ～。
[name="Gummy"]  Nighty night.

[name="凛冬"]  我们上次窝在一起睡觉是什么时候来着？
[name="ズィマー"]  前にこうやって一緒に寝たのはいつだったっけ？
[name="Zima"]  When was the last time we all slept together like this?

[name="真理"]  不记得了，不想记。
[name="イースチナ"]  忘れました、思い出したくもありません。
[name="Istina"]  I can’t even remember. I don’t even want to remember.

[name="古米"]  我也想不起来。
[name="グム"]  グムも思い出せないよ。
[name="Gummy"]  Me either.

[name="凛冬"]  那就当我多嘴，睡了睡了。
[name="ズィマー"]  あー余計なこと言っちまったな、寝るぞ。
[name="Zima"]  Forget I asked. Just get some sleep.

[name="真理"]  Zzz......
[name="イースチナ"]  Zzz……
[name="Istina"]  Zzz......

[name="凛冬"]  这家伙这么快就能睡着吗？
[name="ズィマー"]  こいつ、こんなにすぐ眠るのか？
[name="Zima"]  As soon as her head hits the pillow, huh?

[name="古米"]  ......
[name="グム"]  ……
[name="Gummy"]  ......

[name="凛冬"]  古米？
[name="ズィマー"]  グム？
[name="Zima"]  Gummy?

[name="古米"]  Zzzzzz......
[name="グム"]  Zzzzzz……
[name="Gummy"]  Zzzzzz......

[name="凛冬"]  原来闭上眼睡不着的只有我一个啊......
[name="ズィマー"]  目を閉じても眠れねーのはアタシだけってか……
[name="Zima"]  Guess I’m the only one who doesn’t pass right out.

[name="凛冬"]  唉......
[name="ズィマー"]  なんだよ……
[name="Zima"]  *Sigh*......

[name="凛冬"]  不想了，明天还要忙半天，烦死个人。
[name="ズィマー"]  あーもういい、明日も仕事の山だ、めんどくせぇ。
[name="Zima"]  Settle down, brain. We got a busy day tomorrow. Ugh.

[name="凛冬"]  ......
[name="ズィマー"]  ……
[name="Zima"]  ......

[name="古米"]  （嘻嘻~）
[name="グム"]  （へへっ。）
[name="Gummy"]  (Hehe~)

[name="古米"]  （凛冬姐真可爱。）
[name="グム"]  （ズィマーお姉ちゃんは可愛いなぁ。）
[name="Gummy"]  (Zima’s so cute.)

[name="古米"]  （晚安~）
[name="グム"]  （おやすみー。）
[name="Gummy"]  (Nighty night~)

古米有个习惯。
グムには習慣がある。
Gummy has a habit.

......
......
......

自治团的乌萨斯们，
自治団のウルサス人たちや、ズィマーとイースチナ。
You know the Ursus Student Self-government Group?

凛冬和真理，
彼女たちとともにあること。
Zima and Istina?

就是古米的习惯。
それが、グムの習慣だ。
They’re the habit Gummy just can’t quit.

