3:21 A.M.    天气/晴
[name="Mostima"]   It really worries me when you talk like that, boss... But the sun's almost up. I better go find her.
[name="모스티마"]   보스가 그렇게 말하니까 좀 불안해지는데…… 일단은, 날도 밝았으니 그 여자한테 가봐야겠어.

[name="莫斯提马"]   既然在龙门的事情已经完成，我也得离开了，代我向大家道个别吧。
[name="モスティマ"]   さて、龍門でのメインイベントが終わったからには、またみんなとお別れしないとね。ボス、代わりに伝えておいてくださいね。
[name="Mostima"]   Since everything here's all wrapped up with a nice little bow, it's time for me to leave. Say goodbye to everyone for me.
[name="모스티마"]   이번 건도 끝났으니 나도 이제 슬슬 떠나야지. 나 대신 모두한테 안부 전해줘.

[name="莫斯提马"]   特别是能天使，帮我请她吃顿饭喔。
[name="モスティマ"]   特にエクシアに。私の代わりに彼女へご飯でも奢ってあげて。
[name="Mostima"]   Especially Exusiai. And buy her dinner for me.
[name="모스티마"]   특히 엑시아, 나 대신 밥도 좀 사주고.

[name="大帝"]   没关系，用不着担心。
[name="エンペラー"]   問題ない、心配無用だ。
[name="Emperor"]   Don't worry about it.
[name="엠퍼러"]   노 프라블럼, 걱정할 필요 없어.

[name="大帝"]   毕竟大家很快就能再见的。
[name="エンペラー"]   近いうちにまた会えるさ。
[name="Emperor"]   We all gonna see each other again real soon.
[name="엠퍼러"]   모두 곧 다시 만나게 될 테니.

[name="拜松"]   ......唔......天都快亮了。
[name="バイソン"]   ……ふぅ……もうすぐ夜明けか。
[name="Bison"]   ...Wow... the sun's coming up.
[name="바이슨"]   후우…… 날이 밝아오네……

[name="拜松"]   我该走哪条路回去来着，不好，好像有点迷路了......
[name="バイソン"]   どうやって戻るんだっけ？　まずいな、ちょっと迷ったみたいだ。
[name="Bison"]   How do I get back? Uh oh... I think I'm lost...
[name="바이슨"]   돌아가려면 어느 길로 가야 하지? 큰일이다, 길을 잃은 것 같아……

[name="拜松"]   啊，又是这里。怎么总是能绕回到这里。
[name="バイソン"]   あれ、またここか。どうしていつもここに、ぐるっと戻ってきちゃうんだろう。
[name="Bison"]   Oh, I'm here. How do I always end up coming back here?
[name="바이슨"]   아, 또 여기네…… 왜 계속 여기로 돌아오는 거야?

[name="拜松"]   那是？
[name="バイソン"]   あれは？
[name="Bison"]   Is that...?
[name="바이슨"]   저건?

[name="莫斯提马"]   ......
[name="モスティマ"]   ……。
[name="Mostima"]   ......
[name="모스티마"]   ……

[name="拜松"]   莫斯提马小姐？唔，她在祈祷，是不是不该打扰她......
[name="バイソン"]   モスティマさん？　あっ、お祈りしてるみたいだ。邪魔しちゃだめだよね……。
[name="Bison"]   Mostima? Oh, she's praying. I better not bother her...
[name="바이슨"]   모스티마 씨? 앗, 기도 중이시네. 방해하면 안 될 것 같아……

[name="路人"]   看日出！看日出！
[name="通行人"]   日の出だ！　日の出を見るぞ！
[name="Passerby"]   I wanna see the sunrise!
[name="행인"]   해 떴네? 해가 떴어!

[name="路人"]   抱歉，这家伙喝醉了，麻烦让一让，多谢啦！
[name="通行人"]   すまん、こいつ酔ってんだ。ちょっと、どいてくれるかい？　ありがとな！
[name="Passerby"]   Sorry, he's drunk. Can you let us by? Thanks!
[name="행인"]   죄송합니다, 이 녀석이 취해서요. 잠깐 지나갈게요, 감사합니다!

[name="拜松"]   呃——好、好的......
[name="バイソン"]   うっ——は、はい……。
[name="Bison"]   Erm... Okay...
[name="바이슨"]   윽…… 아, 네……

[name="拜松"]   不好！莫斯提马......果然已经不见了。
[name="バイソン"]   しまった！　モスティマさ……やっぱりもういないか。
[name="Bison"]   Damn! Mostima... she's already gone.
[name="바이슨"]   이런! 모스티마 씨…… 역시 사라지셨군.

[name="拜松"]   （但刚才她身边好像有个红色的人影，是我看错了吗？）
[name="バイソン"]   （でもいま彼女の傍に、赤い人影があったような……僕の見間違いかな？）
[name="Bison"]   (But it looked like there was some kind of red shadow next to her? Did I see that right?)
[name="바이슨"]   (아까 모스티마 씨 근처에서 뭔가 불그스름한 사람 그림자를 본 거 같은데. 잘못 봤나?)

[name="混混"]   喂，那边那个挡路的小个子。
[name="チンピラ"]   おい、そこで道を塞いでる坊主！
[name="Punk"]   Hey, that kid over there's in the way.
[name="양아치"]   야, 거기 길 막고 있는 꼬맹이.

[name="拜松"]   我？
[name="バイソン"]   え、ぼくのこと？
[name="Bison"]   Me?
[name="바이슨"]   저요?

[name="混混"]   你是峯驰物流家的大少爷？没错吧？有钱人家的大少爷喔！
[name="チンピラ"]   お前、さてはフェンツ運輸の御曹司だな？　そうだろ？　金持ちのお坊ちゃまよぉ！
[name="Punk"]   You're the prince of MDL, aren't you? The rich as hell prince!
[name="양아치"]   너, 마운틴대쉬 로지스틱스의 도련님 맞지? 부잣집 도련님이잖아!

[name="混混"]   能不能跟我们走一趟呢？不会麻烦你太长时间的。
[name="チンピラ"]   俺たちと一緒に来てもらおうか？　なに、長い時間はとらねえよ。
[name="Punk"]   Why don't you come with us? Just need a minute of your time.
[name="양아치"]   형들이랑 잠깐 좀 같이 갈까? 금방 보내줄게.

[name="拜松"]   ......又来？
[name="バイソン"]   ……また？
[name="Bison"]   ...Again?
[name="바이슨"]   ……또야?

[name="拜松"]   ......噗，哈哈，怎么说呢......
[name="バイソン"]   ……ぷっ、ははっ、なんていうかなぁ……。
[name="Bison"]   ...Um, heh heh, well...
[name="바이슨"]   ……풉, 하하하하…… 어이가 없네 정말……

[name="混混"]   你笑什么？
[name="チンピラ"]   なに笑ってやがる？
[name="Punk"]   What are you laughing at?
[name="불량배"]   이 새끼가, 처 웃어?

[name="混混"]   唔喔！这家伙，竟然反抗——！所有人，一起上！
[name="チンピラ"]   うおっ！　この野郎、反抗する気か——！　お前ら、いくぞ！
[name="Punk"]   Hey! The little punk wants to fight! Let's get him, boys!
[name="불량배"]   으윽! 이 녀석, 반항하는 거냐! 다들 덮쳐!

Speed of Light / DJ OKAWARI
Speed of Light / DJ OKAWARI
Speed of Light / DJ OKAWARI
Speed of Light / DJ OKAWARI

——特别鸣谢——
――スペシャルサンクス――
——Special Thanks——
——Special Thanks——

糖果供应商户  维多利亚彩虹糖铺
キャンディー協賛店：ヴィクトリア・レインボーキャンディー
Candy catering — Victoria Rainbow Sweets
사탕 협찬: '빅토리아 레인보우 캔디샵'

花大钱做傻事  峯驰物流
大枚叩き茶番をした：フェンツ運輸
Major expenditures on stupid things — Mountain Dash Logistics
쓸데없이 돈만 많이 쓴 '마운틴대쉬 로지스틱스'

白挨了一顿打  董氏鳞鱼丸
無駄に殴られ損：董家魚団子
Getting beaten for no reason — Tung's Finballs
억울하게 얻어맞은 '동씨네 어묵'

出场名单之外  拉特兰苦难陈述者......？
出演者一覧未記載：ラテラーノの苦難陳述者……？
Extra — Suffering from Laterano...?
특별 출연: 라테라노의 '고난의 진술자'……?

如今生死未卜  甘比诺家族
生死の行方は知れず：ガンビーノ・ファミリー
Possibly being dead — The Gambino Family
아직도 생사불명인 '감비노 패밀리'

遛弯中途客串  龙门贫民窟“鼠王”
散歩途中でゲスト出演：龍門スラムの「鼠王」
Guest appearance while taking a walk — 'Rat King' of the Lungmen Slums
지나가다 우정 출연해주신 용문 슬럼가의 '래트킹'

以及，光辉万丈，势不可挡，
そして、栄光に輝き続ける無敵の存在
And the glorious, the incredible, the unstoppable,
그리고, 영광스러운 천하무적의 존재이자,

无论利用还是被利用都能以雷霆万钧之力解决一切的
利用するもされるも雷霆万鈞の力で万事解決
who clear any obstacle, solve any case, complete any job,
이용하든 이용당하든, 언제나 압도적인 힘으로 모든 일을 해결해버리는

企鹅物流
ペンギン急便
Penguin Logistics
펭귄 로지스틱스

[name="德克萨斯"]   这台新车，真不错。
[name="テキサス"]   この新車、悪くないな。
[name="Texas"]   This new car is great.
[name="텍사스"]   새 차 괜찮네.

[name="能天使"]   耶！去码头给拜松找场子咯！
[name="エクシア"]   いえーい！　埠頭に行ってバイソンくんの仇を取るぞ！
[name="Exusiai"]   Yeah! Let's go to the docks and seek revenge for Bison!
[name="엑시아"]   오예! 부두로 레츠 고! 바이슨의 복수를 해주러!

[name="可颂"]   德克萨斯姐，稍微开慢点，我在给拜松涂药——
[name="クロワッサン"]   テキサスはん、もうちょいゆっくりめに頼んます、ウチいまバイソンはんに薬塗って——。
[name="Croissant"]   Texas, can ya take it a little slower, I'm puttin' some cream on Bison...
[name="크루아상"]   텍사스 언니야, 좀 천천히 몰아라. 지금 바이슨한테 약 발라주고 있잖……

[name="可颂"]   啊！不好意思！
[name="クロワッサン"]   あ！　堪忍してや！
[name="Croissant"]   Ah! Sorry!
[name="크루아상"]   앗! 미안!

[name="大帝"]   有什么不好意思，本来脸上就鼻青脸肿的，直接把药水泼上去不是更好？
[name="エンペラー"]   何が堪忍だ。そんなにアザだらけになってんだから、もう薬をぶっ掛けた方が早いんじゃねぇのか？
[name="Emperor"]   What's to be sorry for? He got a bloody nose. Just cram the cream up there.
[name="엠퍼러"]   미안할 게 뭐 있어 원래부터 팅팅 부어있던 얼굴인데, 차라리 그냥 약을 얼굴에 들이부어 버리는 건 어때?

[name="拜松"]   ......没关系，我自己来吧。
[name="バイソン"]   ……大丈夫、自分でやりますよ。
[name="Bison"]   ...It's okay. I'll do it.
[name="바이슨"]   ……괜찮아요, 제가 할게요.

[name="大帝"]   嗯，不愧是那只蠢牛的儿子，一点都不会让人闲着。
[name="エンペラー"]   うむ。流石はあのアホ牛の息子だ。少しも人を退屈させねぇな。
[name="Emperor"]   Yeah, that's about right for the son of that dumbass cow. Can't give anybody an inch.
[name="엠퍼러"]   음, 역시 멍청한 게 그 아버지에 그 아들. 잠시도 안 주는구만 지루해질 틈을.

[name="大帝"]   距离我们欢送拜松离开企鹅物流还有三个小时零二十五分，算上欢送酒会时间也绰绰有余了。
[name="エンペラー"]   バイソンをペンギン急便から送り出す時間まで、あと三時間と二十五分だ。送別会の時間を入れてもよ、まぁ余裕シャクシャクだ。
[name="Emperor"]   We got three hours and twenty-five minutes until we gotta see off Bison. That's more than enough time for a farewell party.
[name="엠퍼러"]   바이슨을 펭귄 로지스틱스에서 떠나보내기까지 아직 남은 시간은 3시간 25분, 이 정도면 다 때려잡고 송별회까지 해도 충분하겠군.

[name="大帝"]   看看这期间会有多少不识好歹的废物们找上门来。
[name="エンペラー"]   この時間でよ、空気も読めねぇゴミ野郎共が、どのぐらい釣れるか見物だよな。
[name="Emperor"]   Let's see how many punks come at us.
[name="엠퍼러"]   그동안 몇 명이나 찾아오나 보자고 사리 분별 못 하는 쓰레기들.

[name="拜松"]   抱歉，给各位添麻烦了......
[name="バイソン"]   すみません、また皆さんにご迷惑をおかけして……。
[name="Bison"]   Sorry, I didn't mean to be a bother...
[name="바이슨"]   죄송합니다, 모두에게 폐를 끼쳤네요……

[name="大帝"]  麻烦？不，完全不。
[name="エンペラー"]  迷惑？　いや、そいつは違うぜ。
[name="Emperor"]  Bother? Nah. No bother.
[name="엠퍼러"]  폐? 넌 폐 끼친 거 없어 네버 에버.

[name="大帝"]  老实说，我早就看这些连犯罪都犯不到点子上的流氓不爽了。
[name="エンペラー"]  俺はな、ろくな犯罪もできねぇチンピラ連中に我慢ならねぇんだ。
[name="Emperor"]  Honestly, I been watchin' these wannabes for a while. They don't even know how to do crime.
[name="엠퍼러"]  솔직히 전부터 벼르고 있었으, 범죄 하나 제대로 못 저지르는 양아치 새끼들.

[name="大帝"]  和我们待在同一座城市，就是他们的失格。
[name="エンペラー"]  俺たちと同じ街にいた、それが奴らの最大の失敗だな。
[name="Emperor"]  Those clowns tryin' to share a city with us? That's a crime.
[name="엠퍼러"]  감히 우리랑 같은 도시에서 숨을 쉬어? 그 자체로 그 새끼들은 완전히 실격.

[name="能天使"]   听上去我们才是最危险的那个？
[name="エクシア"]   えっ、それ、あたしたちが一番ヤバい連中だって聞こえるよ？
[name="Exusiai"]   That makes us sound like we're the most dangerous?
[name="엑시아"]   듣다 보니까 든 생각인데, 가장 위험한 녀석들은 우리 아니야?

[name="空"]   就在前面！那座老仓库就是他们的据点！
[name="ソラ"]   正面！　あの古い倉庫があいつらの拠点だよ！
[name="Sora"]   Just up ahead! That warehouse is their hideout!
[name="소라"]   바로 앞에! 저 낡은 창고가 그놈들 아지트에요!

[name="大帝"]   随便抓住点什么，德克萨斯，给我撞进去！！
[name="エンペラー"]   何かに捕まれ。おいテキサス、つっこめえぇ！！
[name="Emperor"]   Grab whatever you want. Texas, crash us on in there!
[name="엠퍼러"]   오케이 다들 아무거나 꽉 붙잡어. 텍사스, 박아버려!!!

[name="德克萨斯"]   明白！
[name="テキサス"]   了解！
[name="Texas"]   On it!
[name="텍사스"]   오케이!

