古米是宿舍里第二个醒来的人，她有个习惯。
グムは、ズィマー、イースチナとの三人が暮らす宿舎で二番目に目覚める。彼女には習慣がある。
Gummy is the second one in her dorm to wake up every morning. And she has a habit.
숙소에서 두 번째로 빨리 일어나는 굼에게는 습관이 하나 있다.

一旦被真理叫醒，她就会握握真理的手，然后用同样的方法到隔壁去叫醒凛冬。
イースチナに起こされると、彼女の手を握り、同じ方法で隣のベッドのズィマーを起こすのだ。
As soon as Istina wakes her, they share a handshake. Gummy then goes next door to wake Zima in the same fashion.
이스티나가 굼을 깨우면, 굼은 이스티나의 손을 꼭 잡고 같은 방식으로 옆방의 지마를 깨운다.

至于凛冬握不握她的手，纯看“冬将军”醒来时的心情。
ただし、ズィマーが彼女の手を握るかどうかは、「冬将軍」が目覚めた時の機嫌次第ではあるが。
Whether "The General" decides to shake her hand or not depends entirely on her mood.
지마가 그녀의 손을 잡느냐 잡지 않느냐로, '동장군'이 깨어났을 때의 컨디션을 확인할 수 있다.

6:30 a.m.
6:30 a.m.
6:30 a.m.
6:30 a.m.

罗德岛宿舍区  真理与古米的宿舍
古米把“盾牌”支在墙角。
グムは「盾」を壁に立てかけ、
She hangs her "shield" in the corner,
그녀는 '방패'를 벽 구석에 기대어 세워 두곤,

古米钻了进去。
盾と壁の隙間に潜り込んだ。
And makes her way inside.
벽과 방패 사이로 들어갔다.

古米什么都没有做错。
グムはなにも間違ったことはしていない。
She did nothing wrong.
굼은 아무 잘못도 하지 않았다.

古米只是觉得难过。
でも、グムはただ悲しかった。
And yet she is sad.
그저 속상할 뿐이었다.

古米想做得更好，大家也一直在帮助古米。
支えてくれるみんなの役に立ちたい、そう思うのに――
She wants to do better, for everyone who does so much to help her.
굼은 더 잘하고 싶어했고, 그런 굼을 항상 모두가 도와주고 있었지만……

古米失败了。
グムは失敗した。
She failed.
굼은 실패했다.

自从来到罗德岛，古米多了很多“习惯”。
ロドスに来てから、グムにはたくさんの「習慣」が増えた。
Since coming to Rhodes Island, Gummy’s "habits" only bred more habits.
로도스 아일랜드에 온 이후로, 굼에게는 더 많은 '습관'이 생겼다.

古米也知道其中一些可能会给别人带来困扰。
グムは一部の習慣が周りに迷惑をかけていることを知っている。
And she knows those habits bother the people around her.
그 습관들이 다른 사람들에게 폐를 끼칠 수 있다는 사실을, 굼도 잘 알고 있었다.

但古米改变不了。
だがグムはそれを変えることはできない。
But she can’t change.
하지만 굼은 그 습관들을 바꿀 수 없었다.

古米改变不了“古米”。
グムは「グム」を変えることができないのだ。
She can do nothing but keep on being "Gummy."
굼은 '굼'을 바꿀 수 없었다.

古米有个习惯。
グムには習慣がある。
And Gummy has a habit.
굼에게는 습관이 있다.

无论去哪里，她都会带上小金库门和平底锅。
それはどこへ行く時も絶対に、金庫の鉄扉で作った盾とフライパンを持っていくこと。
She carries a safe door and a frying pan with her everywhere she goes.
어디를 가든, 굼은 작은 금고문과 프라이팬을 가지고 다닌다.

古米有个习惯。
グムには習慣がある。
Gummy has a habit.
굼에게는 습관이 있다.

牙膏用到最后一点，要用嘴吸出来涂在牙齿上。
それは歯磨き粉を限界まで使ったら、最後は直接口で吸って歯に塗りつけること。
She uses the entire tube of toothpaste, going so far as to suck out the last few drops.
치약은 끝까지 꼭꼭 짜서 쓴다. 아주 조금 남았다면, 입으로 빨아서라도 쓸 정도로.

古米有个习惯。
グムには習慣がある。
Gummy has a habit.
굼에게는 습관이 있다.

站在高处的时候，绝对要和边缘保持距离，即使那里有栏杆保护。
それは、高い所に立つ時に、絶対にふちから距離を取ること。たとえそこに落下防止用の柵があっても。
When up somewhere high, she keeps far away from the edge, even if there’s a guardrail.
높은 곳에 서 있을 때는 난간이 있다 하더라도 반드시 끝에서 조금 거리를 둔다.

[name="？？？"]  ......
[name="？？？"]  ……
[name="???"]  ......
[name="???"]  ……

古米有个习惯。
グムには習慣がある。
Gummy has a habit.
굼에게는 습관이 있다.

饿坏的时候，会控制不住地去咬最近的东西，如果没有，就......
それは飢餓状態になった時に、制御不能で、周りのものに齧り付くこと。もし周りに何もなければ……
When she’s famished, she has to fight the urge to devour the nearest object. Should she fail...
배가 고플 때는 참지 못하고 가장 가까이 있는 것을 물어버린다. 만약 그때 아무것도 옆에 없다면……

[name="？？？"]  ......？
[name="？？？"]  ……？
[name="???"]  ......?
[name="???"]  ……?

古米有个习惯。
グムには習慣がある。
Gummy has a habit.
굼에게는 습관이 있다.

如果在黑漆漆的地方待久了......
それは真っ暗な場所に長くいた時……
If she finds herself in the dark too long...
어두운 곳에 계속 있으면……

[name="凛冬"]  哦？你已经回来了吗古米，怎么不开灯？
[name="ズィマー"]  なんだ、戻ってたのかグム。なんで明かりを付けないんだ？
[name="Zima"]  Oh, Gummy, you’re back? Why didn’t you turn on the lights?
[name="지마"]  뭐야, 돌아왔네? 불은 왜 안 켜고 있어?

......但是。
――だが。
However...
……하지만,

古米有个习惯。
――だが。
Gummy has a habit.
굼에게는 이런 습관들이 있지만,

在看到凛冬和真理的时候，所有习惯都不再是习惯。
ズィマーとイースチナの前では、すべての習慣は習慣でなくなる。
All her myriad habits dissipate as soon as she sees Zima and Istina.
지마와 이스티나가 곁에 있으면 그 습관들은 더이상 습관이 아니게 된다.

[name="古米"]  ？！
[name="グム"]  ！？
[name="Gummy"]  Ah?!
[name="굼"]  ?!

[name="真理"]  大概又碰到什么事情一个人窝在墙角哭鼻子。
[name="イースチナ"]  また何か嫌なことがあって、部屋の隅で泣いているんですね。
[name="Istina"]  No doubt she was sniveling alone in the corner after something shook her.
[name="이스티나"]  아마 또 무슨 일이 있어서 혼자 숨어 훌쩍거리고 있는 거겠죠.

[name="古米"]  （哭腔）我没有！！
[name="グム"]  （泣き声）泣いてないよ！！
[name="Gummy"]  (Snivelingly) Was not!!
[name="굼"]  안 울었거든! (훌쩍)

[name="真理"]  你看。
[name="イースチナ"]  泣いてるじゃないですか。
[name="Istina"]  See?
[name="이스티나"]  봐요.

[name="凛冬"]  唉真是难办。
[name="ズィマー"]  ったくしょうがねーな。
[name="Zima"]  What am I gonna do with you?
[name="지마"]  어쩔 수 없다니까.

[name="凛冬"]  古米，收拾一下，一会烈夏就要来了。
[name="ズィマー"]  ほら、片付けるぞ。そろそろリェータの奴が来るからな。
[name="Zima"]  Gummy, start cleaning. Leto is coming.
[name="지마"]  굼, 정리 좀 하자. 곧 레토가 올 거야.

[name="古米"]  好的凛冬姐！
[name="グム"]  わかった、ズィマーお姉ちゃん。
[name="Gummy"]  You got it, Zima!
[name="굼"]  알았어, 지마 언니!

[name="真理"]  喏。
[name="イースチナ"]  ズィマー、これを。
[name="Istina"]  Hey.
[name="이스티나"]  보세요.

[name="凛冬"]  啧。
[name="ズィマー"]  チッ。
[name="Zima"]  Hmph.
[name="지마"]  쳇.

[name="凛冬"]  古米，过来一下。
[name="ズィマー"]  グム、ちょっと来い。
[name="Zima"]  Gummy, come here.
[name="지마"]  굼, 잠깐 와 봐.

[name="古米"]  来了凛冬姐！
[name="グム"]  うう、ちょっと待って！
[name="Gummy"]  Yes, Zima?
[name="굼"]  금방 갈게!

[name="凛冬"]  过来。
[name="ズィマー"]  いいから来い。
[name="Zima"]  Come.
[name="지마"]  빨리 와.

[name="古米"]  唔唔。
[name="グム"]  ううー。
[name="Gummy"]  Mmm.
[name="굼"]  으으……

[name="古米"]  凛冬姐古米会自己擦的......
[name="グム"]  ズィマーお姉ちゃん、グム、顔くらい自分で拭けるよ……
[name="Gummy"]  I can do it myself.
[name="굼"]  언니, 굼이 알아서 닦을게……

[name="凛冬"]  别动。
[name="ズィマー"]  動くな。
[name="Zima"]  Don’t move.
[name="지마"]  움직이지 마.

[name="古米"]  唔嗯......
[name="グム"]  ううん……
[name="Gummy"]  Mmmf...
[name="굼"]  으읏……

[name="凛冬"]  好了，一会手帕洗干净还给真理，知道吗。
[name="ズィマー"]  これでよし。ハンカチは洗ってイースチナに返してやれ。
[name="Zima"]  There. Give Istina back her handkerchief after you wash it.
[name="지마"]  됐다. 손수건은 깨끗하게 빨아서 이스티나에게 돌려줘. 알았지?

[name="古米"]  嗯嗯。
[name="グム"]  うん。
[name="Gummy"]  Okay.
[name="굼"]  응응.

[name="凛冬"]  说吧，怎么回事。
[name="ズィマー"]  まったく、今日はどうしたってんだ。言ってみろ。
[name="Zima"]  Now tell me what happened.
[name="지마"]  말 해봐. 또 무슨 일인데?

[name="古米"]  呃......
[name="グム"]  えっと……
[name="Gummy"]  Erm...
[name="굼"]  그게……

[name="真理"]  凛冬。
[name="イースチナ"]  ズィマー。
[name="Istina"]  Zima.
[name="이스티나"]  지마.

[name="凛冬"]  啊？
[name="ズィマー"]  ああ？
[name="Zima"]  What?
[name="지마"]  왜?

[name="真理"]  （嘘——）
[name="イースチナ"]  （シーッ――）
[name="Istina"]  (Shhh...)
[name="이스티나"]  (쉿……)

[name="凛冬"]  也是，没什么问的必要。
[name="ズィマー"]  そうだな、聞く必要もねえか。
[name="Zima"]  Right. Forget it.
[name="지마"]  그러네. 알 필요는 없지.

[name="凛冬"]  干活吧古米，东西买好了，剩下的就交给你们了。
[name="ズィマー"]  仕事だグム、買い出しは済んでるから、後はオマエたちに任せる。
[name="Zima"]  Get to work, Gummy. I did the shopping. The rest is up to you two.
[name="지마"]  일 좀 해야겠다, 굼. 물건도 다 사 왔으니까 나머지는 너희한테 맡길게.

[name="古米"]  嗯，今天是什么特别的日子吗？
[name="グム"]  あれ、今日は何か特別な日だっけ？
[name="Gummy"]  Okay. What’s so special about today anyway?
[name="굼"]  어? 오늘 무슨 특별한 날이야?

[name="真理"]  今天是我们来到罗德岛整一年的纪念日，凛冬也好不容易早起了，很难得。
[name="イースチナ"]  今日はロドスに来て一年の記念日です。ズィマーも珍しく早起きしたんですよ。明日は雨が降るかもしれませんね。
[name="Istina"]  It’s been exactly one year since we came to Rhodes Island. Zima even woke up early for the occasion. If you believe it.
[name="이스티나"]  오늘은 우리가 로도스 아일랜드에 온 지 1년이 되는 날입니다. 덕분에 지마도 일찍 일어났죠. 해가 서쪽에서 뜨겠어요.

[name="凛冬"]  啊——好累，我躺一会，人来了记得叫我。
[name="ズィマー"]  ってことでアタシは疲れた。横になってるから、あいつが来たら起こしてくれ。
[name="Zima"]  Phew— I’m beat. I’m gonna lay down for a bit. Call me when Leto gets here.
[name="지마"]  아…… 피곤해. 난 좀 누워있을 테니까 사람 오면 불러줘.

[name="真理"]  起来，还有很多事情要做。
[name="イースチナ"]  そんなこと言わないで動いてください。まだやることが山積みですから。
[name="Istina"]  Oh no you’re not. There’s too much to be done.
[name="이스티나"]  일어나세요. 아직 할 일이 많습니다.

[name="凛冬"]  不，我累了。
[name="ズィマー"]  知るか。疲れてるって言っただろ。
[name="Zima"]  Nah. I’m tired.
[name="지마"]  싫어, 피곤하다고.

[name="真理"]  古米，用一下那个吧。
[name="イースチナ"]  仕方ないですね……グム、例のやつをお願いします。
[name="Istina"]  Gummy, do the thing.
[name="이스티나"]  굼, 그 방법을 쓰도록 하죠.

[name="古米"]  真的要用那个吗？
[name="グム"]  えっ、アレを？　本当にやるの？
[name="Gummy"]  Do I have to?
[name="굼"]  정말로 할 거야?

[name="真理"]  我先去分一下饮料和食品，把凛冬拖起来的任务就交给你了。
[name="イースチナ"]  私は飲み物と食べ物を分けるので、ズィマーを起こす任務は任せました。
[name="Istina"]  I’ll go prepare the refreshments. You’re responsible for getting Zima up.
[name="이스티나"]  전 음료수랑 음식을 좀 나눠놓고 올 테니, 지마를 일으키는 건 굼에게 맡기겠습니다.

[name="古米"]  好叻。
[name="グム"]  わかったー。
[name="Gummy"]  Okay.
[name="굼"]  알았어~!

[name="古米"]  哼哼。
[name="グム"]  ふふーん。
[name="Gummy"]  Hrm.
[name="굼"]  후후~

[name="古米"]  凛冬姐~
[name="グム"]  ズィマーお姉ちゃーん。
[name="Gummy"]  Ziiimaaaa...
[name="굼"]  지마 언니~

[name="凛冬"]  干嘛。
[name="ズィマー"]  何だよ。
[name="Zima"]  What.
[name="지마"]  왜.

[name="古米"]  古米最——喜欢凛冬姐了~~
[name="グム"]  グムはズィマーお姉ちゃんのことがだーーーい好きだよ。
[name="Gummy"]  Gummy loooooooves yooou~
[name="굼"]  굼이 제~일 좋아하는 지마 언니~

[name="凛冬"]  别说这些肉麻的，我要休息。
[name="ズィマー"]  気持ち悪いこと言うな、アタシは寝るから。
[name="Zima"]  Spare me the schmaltz. I’m sleepy.
[name="지마"]  닭살 돋게 또 왜 그래. 좀 쉬게 놔두라고.

[name="古米"]  凛冬姐~嘿嘿~
[name="グム"]  ズィマーお姉ちゃーん、えへへー。
[name="Gummy"]  Ziiimaaaa~ Hehe~
[name="굼"]  지마 언니~ 헤헤~

[name="凛冬"]  别压我身上啊。
[name="ズィマー"]  のしかかってくるな。
[name="Zima"]  Get off me!
[name="지마"]  위에 올라타지 마.

[name="古米"]  挠挠。
[name="グム"]  こちょこちょー。
[name="Gummy"]  Tickle tickle.
[name="굼"]  간질간질간질간질~

[name="凛冬"]  好了，我起来，我起来！！
[name="ズィマー"]  おいっ！　あああわかった起きるよ、起きる！！
[name="Zima"]  Fine! I’m up! I’m up!
[name="지마"]  아아아아!!! 알았어! 일어날게, 일어난다고!!!!!

[name="古米"]  真理姐完工了！
[name="グム"]  イースチナお姉ちゃん、やったよ！
[name="Gummy"]  Job’s done, Istina!
[name="굼"]  이스티나 언니, 해냈어!

[name="真理"]  好，让她来干活，我这儿东西还挺多的。
[name="イースチナ"]  ふむ、ではしっかり働いてもらいましょう。まだまだやることはたくさんありますからね。
[name="Istina"]  Good. Now put her to work. I have my hands full.
[name="이스티나"]  좋아요. 그럼 일을 시켜보죠. 아직 할 일이 많으니.

[name="凛冬"]  啧，为什么我又要提袋子又要工作。
[name="ズィマー"]  チッ、朝から散々荷物を持たされた挙げ句、なんでまだ働かなきゃいけないんだ。
[name="Zima"]  Ugh. I just carried all those bags. Why do I have to work more?
[name="지마"]  쳇, 짐꾼 노릇은 내가 다 했는데, 왜 일꾼 노릇까지 해야 하냐고.

[name="真理"]  当领袖就是要多做事。
[name="イースチナ"]  リーダーになるということはそういうことですよ。
[name="Istina"]  Call it the burden of command.
[name="이스티나"]  리더는 원래 할 일이 많은 법입니다.

[name="古米"]  是这样哦，嘿嘿。
[name="グム"]  そういうことだよ、へへーん。
[name="Gummy"]  Because you’re our leader! Hehe.
[name="굼"]  맞아 맞아~ 헤헤~

[name="凛冬"]  啊——麻烦。
[name="ズィマー"]  あーめんどくせ。
[name="Zima"]  Aahh... Damn it.
[name="지마"]  아…… 귀찮아.

[name="凛冬"]  门开着，进来。
[name="ズィマー"]  開いてる、入れ。
[name="Zima"]  It’s open.
[name="지마"]  열려 있어. 들어와.

[name="凛冬"]  你来了啊，帮忙拿一下，东西有点多。
[name="ズィマー"]  お、もう来たのか。じゃあこいつを持っててくれ。物が多くてな。
[name="Zima"]  Come on in and give me a hand.
[name="지마"]  왔냐. 이거 좀 도와줘. 물건이 많거든.

[name="凛冬"]  全部处理完就能好好庆祝一下了。
[name="ズィマー"]  お祝いするには、ちゃんと全部片付けねーとな。
[name="Zima"]  We’ll celebrate once everything’s done.
[name="지마"]  전부 처리해야 빨리 축하든 뭐든 할 거 아냐.

[name="烈夏"]  亏你还记得这个。
[name="リェータ"]  ここに来て一年か。お前ら、よくそんなこと覚えてたな。
[name="Leto"]  Can’t believe you remembered.
[name="레토"]  웬일이야? 기억하고 있었네?

[name="烈夏"]  哦噢，这是？！
[name="リェータ"]  うわっ、これはっ！？
[name="Leto"]  Ooh, is that...?!
[name="레토"]  오오, 이건?!

[name="烈夏"]  这不是我最喜欢吃的？！
[name="リェータ"]  私の大好物じゃねーか！？
[name="Leto"]  My favorite!
[name="레토"]  내가 제일 좋아하는 거잖아?!

[name="烈夏"]  但我记得这不便宜吧。
[name="リェータ"]  でもこれ、安くはなかっただろ？
[name="Leto"]  That stuff isn’t cheap.
[name="레토"]  이거 꽤 비싸지 않아?

[name="凛冬"]  别管那么多，今天我请客。
[name="ズィマー"]  細かいことはいいんだよ、今日はアタシのおごりだ。
[name="Zima"]  My treat.
[name="지마"]  신경 쓰지 마. 오늘은 내가 쏘는 거니까.

[name="烈夏"]  嘿嘿，多谢啦。
[name="リェータ"]  へへっ、いいとこあるねぇ。
[name="Leto"]  Hehe, thanks.
[name="레토"]  헤헤, 고마워.

[name="凛冬"]  别傻站着，快来帮忙。
[name="ズィマー"]  ボーっと突っ立ってないで手伝ってくれ。
[name="Zima"]  What’re you standing around for? Get busy.
[name="지마"]  서 있지만 말고 너도 와서 좀 거들어.

[name="烈夏"]  好好好，来了。
[name="リェータ"]  はいはい、任せとけって。
[name="Leto"]  All right, all right.
[name="레토"]  네네네~ 갑니다~

[name="烈夏"]  这个是放这里是吧。
[name="リェータ"]  これはここに置けばいいか？
[name="Leto"]  Can I put this here?
[name="레토"]  여기에 두면 되는 거지?

[name="凛冬"]  那是我刚拿过去的！
[name="ズィマー"]  それはアタシがさっき持ってったやつだろ！
[name="Zima"]  I just put that out!
[name="지마"]  그건 내가 방금 옮긴 거잖아!

[name="古米"]  哈哈哈哈哈。
[name="グム"]  あはははは。
[name="Gummy"]  Hahahahaha!
[name="굼"]  하하하하하~

古米有个习惯。
グムには習慣がある。
Gummy has a habit.
굼에게는 습관이 있다.

开心，就会笑。
楽しい時は、笑う。
When she’s happy, she laughs.
기쁠 때면 웃는다.

发自内心的笑。
心の底から笑う。
It’s a laugh from the very depths of her soul.
그 웃음은 마음에서 우러나오는 웃음이다.

古米希望大家都能这样。
グムは、みんながそうであってほしいと願っている。
And she wants everyone to share such a laugh.
그리고 굼은, 모두가 이렇게 웃을 수 있기를 바란다.

[name="真理"]  弄完了。
[name="イースチナ"]  終わりました。
[name="Istina"]  Done.
[name="이스티나"]  다 했습니다.

[name="真理"]  凛冬，说些什么。
[name="イースチナ"]  ズィマー、何か挨拶を。
[name="Istina"]  Zima, say a few words.
[name="이스티나"]  지마, 대표로 한마디 안 해도 되겠습니까.

[name="凛冬"]  什么什么，吃吧。
[name="ズィマー"]  そんなのいらねぇよ、食うぞ。
[name="Zima"]  "A few words." Eat up.
[name="지마"]  뭐… 됐어, 먹자고.

[name="凛冬"]  乌拉！
[name="ズィマー"]  ウラー！
[name="Zima"]  Ura!
[name="지마"]  우라!

[name="真理"]  乌拉。
[name="イースチナ"]  ウラー。
[name="Istina"]  Ura.
[name="이스티나"]  우라.

[name="烈夏"]  乌拉！！
[name="リェータ"]  ウラー！！
[name="Leto"]  Ura!!
[name="레토"]  우라!!

[name="古米"]  乌拉！
[name="グム"]  ウラー！
[name="Gummy"]  Ura!
[name="굼"]  우라!

[name="古米"]  （大家好久没有一起聚了。）
[name="グム"]  （みんなで集まるのは久しぶりだなぁ。）
[name="Gummy"]  (It’s been a long time since we all got together.)
[name="굼"]  (모두가 이렇게 모인 것도 오랜만이네.)

[name="古米"]  （......）
[name="グム"]  （……）
[name="Gummy"]  （......）
[name="굼"]  (……)

[name="古米"]  （希望下一次早露姐姐也能参加进来。）
[name="グム"]  （次はナターリアお姉ちゃんも来てくれるといいのに。）
[name="Gummy"]  (I hope Rosa can come next time.)
[name="굼"]  (다음번엔 로사 언니도 있었으면 좋겠다.)

[name="凛冬"]  进来吧，门没关。
[name="ズィマー"]  入っていいぞ、開いてる。
[name="Zima"]  It’s open.
[name="지마"]  들어와. 문 열려있어.

[name="刻俄柏"]  （探头张望）
[name="ケオベ"]  （キョロキョロ見渡す）
[name="Ceobe"]  (Ceobe pokes her head in)
[name="케오베"]  (빼꼼)

[name="刻俄柏"]  小熊在吗？
[name="ケオベ"]  クマちゃん、いる？
[name="Ceobe"]  Is the Little Cub here?
[name="케오베"]  곰돌이, 있어?

[name="古米"]  ？
[name="グム"]  ケーちゃん！　どうしたの？
[name="Gummy"]  Hm?
[name="굼"]  ?

[name="刻俄柏"]  小熊你在啊！
[name="ケオベ"]  いた！
[name="Ceobe"]  There you are!
[name="케오베"]  곰돌아, 여기 있었구나!

[name="古米"]  唉？
[name="グム"]  えっ、グム？
[name="Gummy"]  Eh?
[name="굼"]  엥?

[name="刻俄柏"]  你好呀。
[name="ケオベ"]  あのね、クマちゃん。
[name="Ceobe"]  Hiya.
[name="케오베"]  안녕.

[name="刻俄柏"]  中午吃了你的饼干，现在来还你一块。
[name="ケオベ"]  お昼にクッキーを貰ったから、お返しに来たよ。
[name="Ceobe"]  I ate your cookie earlier, so I got you a new one.
[name="케오베"]  점심에 쿠키 줬으니까, 이번에는 내가 줄게.

[name="刻俄柏"]  火神大姐教我做的，刚刚做完就送过来了。
[name="ケオベ"]  ヴァルカンお姉ちゃんが作り方を教えてくれたの。ほら、できたてだよ！
[name="Ceobe"]  Vulcan taught me how to make it. It’s fresh outta the oven.
[name="케오베"]  벌컨 언니가 가르쳐준 건데, 방금 만들어서 가지고 왔어.

[name="古米"]  是不是......有点大？
[name="グム"]  うわあ、ありがとう！　でもちょっと……大きすぎるよね？
[name="Gummy"]  Isn't it... kinda big?
[name="굼"]  근데 조금…… 크지 않아?

[name="刻俄柏"]  快吃吧，冷了就不好吃了。
[name="ケオベ"]  そうかな。早く食べてね！　冷めたら美味しくなくなっちゃう。
[name="Ceobe"]  Hurry up and eat it before it gets cold.
[name="케오베"]  얼른 먹어. 식으면 맛없어.

[name="刻俄柏"]  拜拜。
[name="ケオベ"]  じゃあ、ばいばい。
[name="Ceobe"]  Bye.
[name="케오베"]  바이바이.

[name="古米"]  欸，等等！
[name="グム"]  あっ、ケーちゃんちょっと待って！
[name="Gummy"]  Oh. Bye!
[name="굼"]  아, 잠깐!

[name="古米"]  走掉了......
[name="グム"]  行っちゃった……
[name="Gummy"]  She’s gone.
[name="굼"]  가버렸네……

[name="烈夏"]  这是（乌萨斯惊叹词）饼干？
[name="リェータ"]  そりゃ（ウルサスの感嘆詞）クッキーか？
[name="Leto"]  Nichego sebe, that’s one hell of a cookie.
[name="레토"]  이거, 쿠키야? 우와… *우르수스 감탄사*나 크네…

[name="凛冬"]  她说是就是吧。
[name="ズィマー"]  あいつがそう言うならそうなんだろ。
[name="Zima"]  A cookie’s a cookie.
[name="지마"]  그렇다고 하는데.

[name="凛冬"]  愣着干嘛，吃啊。
[name="ズィマー"]  ポカンとしてどうしたんだ、食えよ。
[name="Zima"]  Well? Eat it already.
[name="지마"]  뭘 그렇게 멍하니 있어. 먹자.

[name="古米"]  （今晚能把肚子塞饱了呢。）
[name="グム"]  （今夜はお腹いっぱい食べられそう。）
[name="Gummy"]  (I’m eating well tonight.)
[name="굼"]  (오늘 밤은 배부르겠네.)

[name="古米"]  （真好。）
[name="グム"]  （嬉しいな。）
[name="Gummy"]  (Yay.)
[name="굼"]  (좋다.)

9:00 p.m.
9:00 p.m.
9:00 p.m.
9:00 p.m.

罗德岛宿舍区   凛冬、真理与古米的宿舍
ロドス宿舎エリア ズィマー、イースチナとグムの宿舎 グムの部屋
Rhodes Island Dormitories - Zima, Istina, and Gummy’s Quarters
로도스 아일랜드 숙소 구역 - 지마, 이스티나, 굼의 숙소

[name="古米"]  呼，好开心啊，但是该睡觉了。
[name="グム"]  ふぅ、楽しかったなぁ、でもそろそろ寝ないと。
[name="Gummy"]  Phew. That was great. But now it’s bedtime.
[name="굼"]  후우~ 재밌었어. 슬슬 잘 시간이네.

[name="古米"]  打开我亲爱的小夜......
[name="グム"]  ベッドライトちゃんを点けて……
[name="Gummy"]  Just need my trusty night light...
[name="굼"]  내가 좋아하는 무드등을 켜고……

[name="古米"]  唉？怎么开不了？
[name="グム"]  あれ？　なんで点かないの？
[name="Gummy"]  Huh? It’s not turning on?
[name="굼"]  어라? 왜 안 켜지지?

[name="古米"]  是灯管坏了吗？
[name="グム"]  壊れちゃったのかなぁ？
[name="Gummy"]  Did the bulb burn out?
[name="굼"]  설마 고장 났나?

[name="古米"]  这么说来，早上就没有亮欸。
[name="グム"]  そういえば、朝も消えてた……
[name="Gummy"]  Now that I think of it, it wasn’t on this morning either.
[name="굼"]  그러고 보니 아침에도 꺼져 있었지.

[name="古米"]  那时候就坏了吗？
[name="グム"]  あの時にはもう壊れちゃってたの？
[name="Gummy"]  So when did it break?
[name="굼"]  설마 그때도 고장이 났던 건가?

[name="古米"]  怎么办啊......
[name="グム"]  どうしよう……
[name="Gummy"]  Uh oh...
[name="굼"]  어떡하지……

古米有个习惯
グムには習慣がある。
Gummy has a habit.
굼에게는 습관이 있다.

晚上睡觉的时候一定要把小夜灯打开。
グムは夜眠る時、必ずベッドライトを点ける。
She absolutely must sleep with a night light.
굼은 밤에 잠을 잘 때, 반드시 무드등을 켜고 잔다.

[name="真理"]  古米。
[name="イースチナ"]  グム。
[name="Istina"]  Gummy.
[name="이스티나"]  굼.

[name="古米"]  怎么了真理姐。
[name="グム"]  どうしたのイースチナお姉ちゃん。
[name="Gummy"]  What’s up, Istina?
[name="굼"]  왜 그래, 이스티나 언니?

[name="真理"]  今天可以一起睡吗。
[name="イースチナ"]  今日は一緒に寝ていいですか？
[name="Istina"]  Can I sleep with you tonight?
[name="이스티나"]  오늘은 같이 잘까요?

[name="古米"]  好，好啊！
[name="グム"]  い、いいよ！
[name="Gummy"]  Y- yeah!
[name="굼"]  조, 좋아!

[name="真理"]  凛冬。
[name="イースチナ"]  ズィマー。
[name="Istina"]  Zima.
[name="이스티나"]  지마.

[name="古米"]  今天凛冬姐也在这里休息吗？
[name="グム"]  ズィマーお姉ちゃんも今日はここで寝るの？
[name="Gummy"]  Are you sleeping with us too?
[name="굼"]  지마 언니도 여기서 잘 거야?

[name="凛冬"]  啊，算是吧。
[name="ズィマー"]  ああ、まぁそうだな。
[name="Zima"]  Uh, I guess so.
[name="지마"]  아, 그러지 뭐.

[name="凛冬"]  我说啊，真理。
[name="ズィマー"]  でも、イースチナ。
[name="Zima"]  Hey, Istina?
[name="지마"]  저기, 이스티나.

[name="凛冬"]  古米的床真能三个人一起睡吗......
[name="ズィマー"]  グムのベッドに三人も寝られるのか……？
[name="Zima"]  Can the three of us really fit in Gummy’s bed?
[name="지마"]  굼 침대에서 셋이 잘 수 있나……?

[name="真理"]  挤一挤就好。
[name="イースチナ"]  詰めればどうにかなりますよ。
[name="Istina"]  Just squeeze in tight.
[name="이스티나"]  조금 좁게 자면 되죠.

[name="凛冬"]  那古米要被挤成小熊饼干了。
[name="ズィマー"]  グムが潰れてクマちゃんクッキーになっちまうぞ。
[name="Zima"]  Guess we’re making a Gummy bear sandwich.
[name="지마"]  그럼 굼이 납작한 곰돌이 비스킷이 되어버릴 텐데.

[name="古米"]  古米没问题的凛冬姐。
[name="グム"]  グムは大丈夫だよ、ズィマーお姉ちゃん。
[name="Gummy"]  Fine by me.
[name="굼"]  난 괜찮아, 지마 언니.

[name="凛冬"]  那好吧，如果觉得闷或者热，你和我说，我回去睡。
[name="ズィマー"]  ならいいけど。もし息苦しかったり暑かったら言えよ。アタシは戻るから。
[name="Zima"]  All right. Just tell me if it gets too hot and stuffy. I’ll go back to my room.
[name="지마"]  그럼 됐어. 자다가 답답하거나 더우면 말해. 돌아가서 잘 테니까.

[name="古米"]  好的。
[name="グム"]  わかった。
[name="Gummy"]  Okay.
[name="굼"]  응.

[name="真理"]  那我关灯了，晚安。
[name="イースチナ"]  じゃあ電気を消しますね、おやすみなさい。
[name="Istina"]  I’m turning out the lights. Good night.
[name="이스티나"]  불 끌게요. 잘 자요.

[name="凛冬"]  晚安。
[name="ズィマー"]  おやすみ。
[name="Zima"]  Night.
