9:50 A.M.  天气/晴
[name="イーサン"]     ハンドソープも使って、両手を三十秒ずつ……三、二、一っと。これでいいだろ。
[name="Ethan"]     Okay, do the soap, the thirty seconds on each hand.... Three, two, one. And we're good.
[name="에단"]     손 세정제를 써서 30초 동안… 3, 2, 1. 이거면 될 거 같은데.

[name="伊桑"]     （甩手）
[name="イーサン"]     （手を振るう）
[name="Ethan"]     (shaking out his hands)
[name="에단"]     (탈… 탈… )

[name="伊桑"]     嘿，这下没问题了吧。
[name="イーサン"]     へへっ、完璧だな。
[name="Ethan"]     Safe.
[name="에단"]     헤헹, 손도 다 털었고, 그럼 어디 한번 먹어볼까……

[name="？？？"]     至少把手擦干再抓面包吧？
[name="？？？"]     パンを食べるなら手を拭いてからだろう？
[name="???"]     At least wipe your hands before you grab the bread.
[name="???"]     빵 집기 전에 물기는 좀 닦는 게 어때?

[name="伊桑"]     啊？
[name="イーサン"]     ああ？
[name="Ethan"]     Huh?
[name="에단"]     어?

[name="伊桑"]     谁啊？
[name="イーサン"]     誰だよ？
[name="Ethan"]     Who's that?
[name="에단"]     누구야?

[name="？？？"]     ......不是什么重要的人，只是个普通铁匠。
[name="？？？"]     ……なんてことのないただの鍛冶師だ。
[name="???"]     ...Nobody. Just a blacksmith.
[name="???"]     ……별로 중요한 사람은 아니야. 평범한 대장장이다.

[name="？？？"]     嗯？奇怪，角峰他不在吗？
[name="？？？"]     ふむ。マッターホルンはいないのか？
[name="????"]     Hm? Where's Matterhorn?
[name="???"]     음? 이상하네. 마터호른 없어?

[name="？？？"]     谢谢，角峰，茶给我就好。
[name="？？？"]     ありがとう、ヤーカ。いただきますね。
[name="???"]     Thanks, Matterhorn, for the tea.
[name="???"]     고마워, 야카. 차 잘 마실게.

[name="？？？"]     嗯，好香，茶里还放了香油？呵呵，那都是小时候的喝法了，难为你还记得。
[name="？？？"]     うん、いい香り。このお茶にはオイルも入っていますね？　フフ、小さい頃の飲み方です。まだ覚えていたなんて流石ですね。
[name="???"]     Mmm, it smells good. Is there some sesame oil in it? That's how I used to take it when I was little. I can't believe you still remember.
[name="???"]     향 좋다. 향유도 넣었네? 후후, 어렸을 때 자주 이렇게 먹었는데… 기억하고 있었구나.

[name="角峰"]     大小姐谬赞了。
[name="マッターホルン"]     流石だなんて大げさですよ、エンヤお嬢様。
[name="Matterhorn"]     You humble me, my Lady.
[name="마터호른"]     과찬이십니다, 엔야 아가씨.

[name="角峰"]     那么，两位慢用。在下就先失礼了。
[name="マッターホルン"]     では、お二人はごゆっくり。私はこれにて失礼いたします。
[name="Matterhorn"]     Now then, I'll leave you to enjoy it. I must be off.
[name="마터호른"]     그럼 두 분, 천천히 드십시오. 저는 먼저 실례하겠습니다.

[name="角峰"]     ......
[name="マッターホルン"]     ……
[name="Matterhorn"]     ........
[name="마터호른"]     ……

[name="角峰"]     （在茶里放香油，以前最喜欢这么做的，应该是老爷才对。）
[name="マッターホルン"]     （お茶の中にオイルを入れるのは、旦那様の好みだったはずだ。）
[name="Matterhorn"]     (It must have been the Master who put the sesame oil in the tea for her when she was small.)
[name="마터호른"]     (차에 향유를 넣는 걸 제일 좋아했던 사람은 주인님이셨는데.)

[name="角峰"]     （从维多利亚回来之后，老爷就再没有这样喝过咸乳茶了，或许是忘记了吧。）
[name="マッターホルン"]     （ヴィクトリアから戻られた後、旦那様は一度もそうやってバター茶を飲んでおられない。お忘れになったのだろうか。）
[name="Matterhorn"]     (But the Master hasn't had salted milk tea like this since he came back from Victoria. He must have forgotten.)
[name="마터호른"]     (빅토리아에서 돌아온 이후로, 주인님은 절대 이렇게 수유차를 드신 적이 없다. 어쩌면 잊으셨을지도 모르지.)

[name="角峰"]     （大小姐......）
[name="マッターホルン"]     （エンヤお嬢様……）
[name="Matterhorn"]     (My Lady...)
[name="마터호른"]     (엔야 아가씨……)

[name="角峰"]     唉。
[name="マッターホルン"]     はぁ。
[name="Matterhorn"]     *Sigh*.
[name="마터호른"]     하아.

[name="角峰"]     （二小姐这次又把水椒全挑出来了，哎，这个习惯倒是从小到大都没变过。）
[name="マッターホルン"]     （エンシアお嬢様はまたピーマンを残しておられる。これは小さい頃から変わらないな。）
[name="Matterhorn"]     (The Young Lady picked out all the peppers again this time. She's been doing that since she was small.)
[name="마터호른"]     (엔시아 아가씨는 또 피망을 다 골라내셨군. 나 원… 이 습관은 커서도 고쳐지질 않는다니까.)

[name="角峰"]     （老爷也不管一管，再这么挑食下去，营养会不均衡，问题很严重啊。）
[name="マッターホルン"]     （旦那様も、一言注意してくだされば……こんな好き嫌いを続けられていたら、栄養が偏ってしまうのに。どうにかしないと。）
[name="Matterhorn"]     (If you keep being so picky with your food, you won't get a balanced diet. Things will only get worse...)
[name="마터호른"]     (이런 식으로 편식하다가는 영양 밸런스가 깨질 텐데. 이건 심각한 문제다. 그런데 주인님께서도 아무 말씀을 안 하시니……)

[name="角峰"]     ......嗯？
[name="マッターホルン"]     ……あれ？
[name="Matterhorn"]     ...Hmm?
[name="마터호른"]     ……음?

[name="角峰"]     这么说来，我记得老爷从前，的确也会......
[name="マッターホルン"]     そう言えば、旦那様も昔は同じように……
[name="Matterhorn"]     That reminds me, the Master would, in such cases....
[name="마터호른"]     그러고 보니, 주인님도 예전에는 확실히……

[name="角峰"]     ......
[name="マッターホルン"]     ……
[name="Matterhorn"]     ........
[name="마터호른"]     ……

[name="角峰"]     （不行，打住。）
[name="マッターホルン"]     （いや、やめろ。）
[name="Matterhorn"]     (No, don't go down that road.)
[name="마터호른"]     (아니, 잠깐.)

[name="角峰"]     （这个问题太危险了，还是不要深究，就当做没有过吧。）
[name="マッターホルン"]     （深入りしてはいけない危険な問題だ。何もなかったことにするのが吉だ。）
[name="Matterhorn"]     (It's too dangerous an issue. Better just forget about it.)
[name="마터호른"]     (이건 너무 위험한 문제다. 그만 생각하자. 모른 척해야겠군.)

[name="？？？"]     喂喂喂前面的老兄——
[name="？？？"]     おいおいおいそこの大将――
[name="???"]     Hey, hey, hey, big guy——
[name="???"]     어이~ 거기 형씨!

[name="角峰"]     嗯？什么人！
[name="マッターホルン"]     何だ？　誰だ！
[name="Matterhorn"]     Hm? Who's there?
[name="마터호른"]     음? 누구냐!

[name="伊桑"]     我啦！是我！一般看到东西自己在路上飘着那就也只有我了吧！你是不是装傻啊？
[name="イーサン"]     俺だよ！　おーれ！　物が宙を漂ってたら俺しかいねーだろ！　わざととぼけてんのか？
[name="Ethan"]     It's me! You see something floating down the corridor, who else could it be?! You stupid?
[name="에단"]     나야! 나라고! 길에 물건만 둥둥 떠다니는데, 나밖에 더 있겠어? 새삼스럽게 왜 이래?

[name="伊桑"]     算了。诺，这个给你，拿好别摔了啊。
[name="イーサン"]     まあいいや。ほら、これをあんたに。ちゃんと受け取れよ。
[name="Ethan"]     Whatever. Here, take this. Don't drop it.
[name="에단"]     아 됐고, 자, 이거. 잘 받아, 떨어뜨리지 말고.

[name="角峰"]     什么，这个是——
[name="マッターホルン"]     何ですか、これは――
[name="Matterhorn"]     What's——
[name="마터호른"]     잠시만, 이건……!

[name="伊桑"]     就这样，我还有事，先走一步。
[name="イーサン"]     そういうことで、俺は忙しいから行くぜ。
[name="Ethan"]     There you go. I got a thing. Later.
[name="에단"]     자, 그럼 나는 할 일이 있어서 먼저 갈게.

[name="角峰"]     等等！
[name="マッターホルン"]     待て！
[name="Matterhorn"]     Wait!
[name="마터호른"]     잠깐!

[name="角峰"]     ......走了。
[name="マッターホルン"]     ……行ってしまった。
[name="Matterhorn"]     ........He's gone.
[name="마터호른"]     ……가버렸군.

[name="角峰"]     那家伙搞什么，这个是......三明治？
[name="マッターホルン"]     全く何のつもりだ、これは……サンドイッチか？
[name="Matterhorn"]     What is he doing? It's a... sandwich?
[name="마터호른"]     대체 무슨 짓이지, 이건…… 샌드위치?

[name="角峰"]     面包烤的时间太长，也没有切边，里面的鳞蜥肉切得太厚，这......
[name="マッターホルン"]     パンは焼き過ぎで耳も切り落としてない。中は――ハダカウロコトカゲの肉か。それにしても厚く切りすぎだ。彼の好みなのか？　しかしこれは一体……
[name="Matterhorn"]     He burned the bread, didn't cut the edges, and sliced the scalesaur meat too thick, it's...
[name="마터호른"]     빵은 너무 오래 구웠고, 자르지도 않았군. 게다가 안에 있는 비늘 도마뱀 고기는 너무 두꺼워. 이건……

[name="？？？"]     也别说得这么严厉吧。
[name="？？？"]     そんなに厳しく評価してやるな。
[name="???"]     Cut him a break.
[name="???"]     뭘 그렇게 세세하게 따지고 있어.

[name="火神"]     我看他做得还挺认真的，还切了甘仔片夹进去，味道应该还可以。
[name="ヴァルカン"]     えらく真剣に作っていたよ。何か柑橘系フルーツのスライスも入れていたようだ。味は悪くなさそうだった。
[name="Vulcan"]     He worked hard on it. Even put in some tangerine slices. It should taste fine.
[name="벌컨"]     꽤 열심히 만들던데. 과일도 넣었으니 맛은 나쁘지 않을 거야.

[name="角峰"]     ......火神小姐。
[name="マッターホルン"]     ……ヴァルカンさん。
[name="Matterhorn"]     ........Vulcan.
[name="마터호른"]     ……벌컨 씨.

[name="角峰"]     抱歉，您是来取盾牌的吧，我把几块要修理的全都放在厨房了，这就去取过来。
[name="マッターホルン"]     すみません、盾を受け取りに来てくれたのでしょう？　修理が必要なものは全てキッチンに置いてありますので、すぐに持ってきますね。
[name="Matterhorn"]     You must be here for my shield. I left it with a few other pieces that need fixing in the kitchen. I'll fetch them for you.
[name="마터호른"]     죄송합니다. 방패를 가지러 오셨군요. 수리가 필요한 방패는 전부 주방에 있으니, 바로 가져오겠습니다.

[name="火神"]     没关系，我和你一起去。
[name="ヴァルカン"]     いや、気にするな、一緒に取りに行こう。
[name="Vulcan"]     It's okay, I'll go with.
[name="벌컨"]     괜찮아. 같이 가지 뭐.

[name="火神"]     对了，刚才跑过去的那家伙，在做三明治的时候说了奇怪的话。
[name="ヴァルカン"]     そうだ、さっきの奴だが、サンドイッチを作りながら不思議なことを言っていたな。
[name="Vulcan"]     That guy was pretty chatty while working on that sandwich.
[name="벌컨"]     방금 달려간 녀석, 아까 샌드위치 만들 때 이상한 소리를 하더라.

[name="角峰"]     伊桑他说了什么让您不愉快的话吗？如果是这样，我先代他向您道歉。他这个人说话比较随意，但是没有什么恶意......
[name="マッターホルン"]     イーサンが何か不快なことを言いましたか？　そうであれば俺が彼に代わって謝罪します。言動はいささか失礼ですが、彼に悪意はないはずです……
[name="Matterhorn"]     Did Ethan say something unpleasant to you? Let me apologize on his behalf. He speaks without thinking, but there's no malice in him....
[name="마터호른"]     에단이 무슨 실례라도 저질렀습니까? 만약 그렇다면 제가 대신 사과드리죠. 말을 막 하기는 하지만 아마 악의는 없었을 겁니다……

[name="火神"]     那倒不是。你急急忙忙解释什么，我只是有点奇怪而已。
[name="ヴァルカン"]     いや違う。何をそんなに慌てて説明しているんだ、私はただ不思議に思っただけさ。奴はこう言っていた――
[name="Vulcan"]     Err, no. Slow down there. It's nothing like that.
[name="벌컨"]     그런 거 아니야. 뭘 그렇게 변명하고 있어? 그냥 이상하다고 생각했을 뿐인데.

[name="火神"]     他说‘要让角峰大叔尝尝当代没心没肺青年人的瞎做料理当作回礼，姑且也算是蕴含心意吧’。
[name="ヴァルカン"]     「マッターホルンのおじさんに、身勝手な最近の若者が適当に作った料理を食わせてやるのさ。心のこもった仕返しってやつだ。」とな。
[name="Vulcan"]     He said he wanted to give Uncle Matterhorn a taste of "aimless youth cuisine," as a token of appreciation.
[name="벌컨"]     "마터호른 아저씨한텐, 이 염치없는 요즘 애들이 적당히 만든 요리 정도면, 일단 마음을 담은 답례 정돈 되겠지…" 라고 하던데.

[name="火神"]     哦对，他还把放在厨房的那两盘做好的菜全端走了。
[name="ヴァルカン"]     それからキッチンにあった料理を二皿全部持っていったぞ。
[name="Vulcan"]     I guess he put his heart into it. Oh and he walked off with two plates of food that were sitting in the kitchen.
[name="벌컨"]     아, 그리고 주방에 있던 음식도 다 가져가던걸.

[name="角峰"]     ......
[name="マッターホルン"]     ……
[name="Matterhorn"]     ........
[name="마터호른"]     ……

[name="角峰"]     什么乱七八糟的，简直是胡闹。
[name="マッターホルン"]     まったく人騒がせな、メチャクチャなことをする。
[name="Matterhorn"]     What nonsense. Such hooliganism.
[name="마터호른"]     무슨 말도 안 되는 소리를… 별짓을 다 하는군요.

[name="火神"]     的确是胡闹，不过，我怎么觉得你好像心情变好了？
[name="ヴァルカン"]     確かにメチャクチャだが、君はどこか嬉しそうに見えるな。
[name="Vulcan"]     It is. But why do I get the sense that you kinda like it?
[name="벌컨"]     그래, 나도 뭔 소린가 싶긴 한데… 근데 기분 좋아 보인다?

[name="角峰"]     没有的事。
[name="マッターホルン"]     気のせいですよ。
[name="Matterhorn"]     That's ridiculous.
[name="마터호른"]     그렇지 않습니다.

[name="火神"]     你照照镜子再这么说。
[name="ヴァルカン"]     それは鏡で自分の顔を見てから言ったほうがいい。
[name="Vulcan"]     Look me in the eye and say that.
[name="벌컨"]     거울이나 보고 그런 소리 하지 그래.

[name="角峰"]     咳。
[name="マッターホルン"]     コホン。
[name="Matterhorn"]     Ahem.
[name="마터호른"]     크흠.

[name="角峰"]     ......不过话说回来，伊桑他多大年纪？
[name="マッターホルン"]     ……そういえば、イーサンの年齢はいくつだ？
[name="Matterhorn"]     ........By the way, how old is Ethan?
[name="마터호른"]     ……그런데 에단은 대체 몇 살인 거지?

[name="角峰"]     为什么连那家伙都在喊我大叔啊？
[name="マッターホルン"]     どうして彼まで俺をおじさんと呼ぶんだ？
[name="Matterhorn"]     Where does he get off calling me "Uncle?"
[name="마터호른"]     대체 왜 에단까지 나를 아저씨라고 부르는 거야?

